No,Year,ODV,ONC,ODD,Order,ID,YID,Species_vi,Species_en,Species_sci,Peri_cm,DBH_cm,Ht_m,Hdc_m,E_m,W_m,S_m,N_m,Quality,Long,Lat,Ghi_chu,Note,Hreg_m,AGB_Hreg,AGB_Ho,AGB_kg
1,2020,17,3,3,2,17_3_3_2,2020_17_3_3_2,Vỏ mản,Vo man,Ficus glandulifera Wall,27.1,8.6,6,0,0,0,0,0,a,103.8009477,22.32255294,0,0,7.328318186,17.56300392,15.53635666,15.53635666
2,2020,17,3,3,1,17_3_3_1,2020_17_3_3_1,Cáng lò,Cang lo,Betula alnoides Buch.- Ham,28.5,9.1,8,0,0,0,0,0,c,103.8009429,22.32255291,CN,Broken on top,7.553357849,20.1630271,20.88586824,20.88586824
3,2020,17,3,3,3,17_3_3_3,2020_17_3_3_3,Mạ sưa,Ma sua,Helicia nilagirica Bedd,35.2,11.2,6,0,0,0,0,0,b,103.8009077,22.32254831,Cung goc,Same stump,8.441194713,33.48511871,27.16177406,27.16177406
4,2020,17,3,3,4,17_3_3_4,2020_17_3_3_4,Mạ sưa,Ma sua,Helicia nilagirica Bedd,38,12.1,5.5,0,0,0,0,0,b,103.8009101,22.32254833,Cung goc,Same stump,8.797710281,40.44407095,30.32342078,30.32342078
5,2020,17,3,3,8,17_3_3_8,2020_17_3_3_8,Kháo vòng,Khao vong,Macchilus sp,47,15,11,0,0,0,0,0,a,103.8009419,22.32250792,Cung goc,Same stump,9.869799698,68.35897839,73.05719207,73.05719207
6,2020,17,3,3,9,17_3_3_9,2020_17_3_3_9,Kháo vòng,Khao vong,Macchilus sp,46.5,14.8,12,0,0,0,0,0,a,103.8009451,22.32250794,Cung goc,Same stump,9.7991472,66.15373017,74.90362291,74.90362291
7,2020,17,3,3,10,17_3_3_10,2020_17_3_3_10,Kháo vòng,Khao vong,Macchilus sp,45.5,14.5,12,0,0,0,0,0,a,103.8009435,22.3224989,0,0,9.692330964,62.92562368,71.72893777,71.72893777
8,2020,17,3,3,12,17_3_3_12,2020_17_3_3_12,Kháo vòng,Khao vong,Macchilus sp,48.5,15.4,8.5,0,0,0,0,0,a,103.8009585,22.32250325,0,0,10.00980357,72.8982419,65.9451545,65.9451545
9,2020,17,3,3,13,17_3_3_13,2020_17_3_3_13,Kháo vòng,Khao vong,Macchilus sp,56.5,18,11.5,0,0,0,0,0,a,103.8009569,22.32250803,Cung goc,Same stump,10.8814634,106.7162626,110.3955242,110.3955242
10,2020,17,3,3,14,17_3_3_14,2020_17_3_3_14,Kháo vòng,Khao vong,Macchilus sp,32.7,10.4,10,0,0,0,0,0,b,103.8009594,22.32250805,Cung goc,Same stump,8.112938852,27.940012,31.76211635,31.76211635
11,2020,17,3,3,15,17_3_3_15,2020_17_3_3_15,Kháo vòng,Khao vong,Macchilus sp,56.8,18.1,11,0,0,0,0,0,a,103.8009627,22.32251241,0,0,10.91377685,108.1704139,108.6935646,108.6935646
12,2020,17,3,3,18,17_3_3_18,2020_17_3_3_18,Côm tầng,Com tang,Elaeocarpus griffithii (Wight.) A. Gray,121.5,38.7,17,0,0,0,0,0,a,103.801045,22.32250877,NA,NA,16.39129457,692.4012798,708.0545352,708.0545352
13,2020,17,3,3,19,17_3_3_19,2020_17_3_3_19,Trường mật,Truong mat,Paviesia annamensis Pierre,108.9,34.7,19,0,0,0,0,0,a,103.8010268,22.3224408,NA,NA,15.46158404,530.4051326,601.8384528,601.8384528
14,2020,17,3,3,21,17_3_3_21,2020_17_3_3_21,Vỏ mản,Vo man,Ficus glandulifera Wall,32.5,10.4,6,0,0,0,0,0,a,103.8010265,22.32243195,Chet do,Dead and fallen,8.112938852,27.940012,23.22169753,23.22169753
15,2020,17,3,3,22,17_3_3_22,2020_17_3_3_22,Vỏ mản,Vo man,Ficus glandulifera Wall,26.7,8.5,6,0,0,0,0,0,b,103.8010292,22.32243196,NA,NA,7.282586989,17.06828246,15.15678192,15.15678192
16,2020,17,3,3,25,17_3_3_25,2020_17_3_3_25,Chân chim,Chan chim,Schefflera octophylla (Lour.) Harms,46.3,14.7,6.5,0,0,0,0,0,b,103.8009979,22.32241791,NA,NA,9.763654564,65.06709115,50.70224679,50.70224679
17,2020,17,3,3,26,17_3_3_26,2020_17_3_3_26,Thừng mực lông,Thung muc long,Wrightia pubescens R. Br,34.5,11,6,0,0,0,0,0,b,103.8009826,22.32243596,NA,NA,8.360181048,32.04313592,26.14623188,26.14623188
18,2020,17,3,3,27,17_3_3_27,2020_17_3_3_27,Thừng mực lông,Thung muc long,Wrightia pubescens R. Br,65,20.7,9.5,0,0,0,0,0,a,103.8009442,22.32241752,NA,NA,11.7266424,150.1453191,131.9604401,131.9604401
19,2020,17,3,3,28,17_3_3_28,2020_17_3_3_28,Ba soi,Ba soi,Macaranga denticulata,92,29.3,18.5,0,0,0,0,0,a,103.800949,22.3224629,NA,NA,14.12329795,350.8688438,414.0206059,414.0206059
20,2020,17,3,3,29,17_3_3_29,2020_17_3_3_29,Mạ sưa,Ma sua,Helicia nilagirica Bedd,71,22.6,11.5,0,0,0,0,0,a,103.8009339,22.32245393,NA,NA,12.29095844,186.0719362,178.6362936,178.6362936
21,2020,17,3,3,30,17_3_3_30,2020_17_3_3_30,Vỏ mản,Vo man,Ficus glandulifera Wall,30,9.6,6.5,0,0,0,0,0,b,103.8009443,22.32244922,NA,NA,7.772719809,22.97760948,20.5916766,20.5916766
22,2020,17,3,3,33,17_3_3_33,2020_17_3_3_33,Vỏ mản,Vo man,Ficus glandulifera Wall,31.5,10,8,0,0,0,0,0,a,103.8008551,22.32248921,Cung goc,Same stump,7.944411093,25.3872208,25.49598514,25.49598514
23,2020,17,3,3,34,17_3_3_34,2020_17_3_3_34,Vỏ mản,Vo man,Ficus glandulifera Wall,30.5,9.7,8,0,0,0,0,0,a,103.8008579,22.32248923,Cung goc,Same stump,7.81594954,23.56672852,23.90543556,23.90543556
24,2020,17,3,3,35,17_3_3_35,2020_17_3_3_35,Thừng mực lông,Thung muc long,Wrightia pubescens R. Br,69.2,22,10,0,0,0,0,0,a,103.8008713,22.32242149,NA,NA,12.11522155,174.2341451,154.8969305,154.8969305
25,2020,17,3,3,36,17_3_3_36,2020_17_3_3_36,Trường mật,Truong mat,Paviesia annamensis Pierre,79,25.2,10.5,0,0,0,0,0,a,103.800886,22.32241257,NA,NA,13.02858282,242.7798562,212.6965028,212.6965028
26,2020,17,3,3,38,17_3_3_38,2020_17_3_3_38,Thừng mực lông,Thung muc long,Wrightia pubescens R. Br,81.3,25.9,10,0,0,0,0,0,a,103.80091,22.3224309,NA,NA,13.22104603,259.586283,218.7427499,218.7427499
27,2020,17,3,3,40,17_3_3_40,2020_17_3_3_40,Trâm vối,Tram voi,Syzygium cuminii (L.) Skeels,35.5,11.3,9,0,0,0,0,0,a,103.8009153,22.32238189,Cung goc,Same stump,8.481449337,34.22020602,35.48817787,35.48817787
28,2020,17,3,3,39,17_3_3_39,2020_17_3_3_39,Trâm vối,Tram voi,Syzygium cuminii (L.) Skeels,48,15.3,9,0,0,0,0,0,a,103.8009131,22.32238188,Cung goc,Same stump,9.97496263,71.74725144,67.36260084,67.36260084
29,2020,17,3,3,41,17_3_3_41,2020_17_3_3_41,Trâm vối,Tram voi,Syzygium cuminii (L.) Skeels,34,10.8,8.5,0,0,0,0,0,a,103.8009177,22.32238191,Cung goc,Same stump,8.278479817,30.63849256,31.13856739,31.13856739
30,2020,17,3,3,42,17_3_3_42,2020_17_3_3_42,Trâm vối,Tram voi,Syzygium cuminii (L.) Skeels,39,12.4,8.5,0,0,0,0,0,a,103.8009198,22.32238193,Cung goc,Same stump,8.913789379,42.9376967,41.70443573,41.70443573
31,2020,17,3,3,43,17_3_3_43,2020_17_3_3_43,Vỏ mản,Vo man,Ficus glandulifera Wall,28.2,9,6,0,0,0,0,0,c,103.8009393,22.32244918,CN,Broken on top,7.50881886,19.62602511,17.10424532,17.10424532
32,2020,17,3,4,1,17_3_4_1,2020_17_3_4_1,Trâm vối,Tram voi,Syzygium cuminii (L.) Skeels,55.8,17.8,0,0,0,0,0,0,a,103.8012299,22.32255521,NA,NA,10.81658518,103.8427626,0,103.8427626
33,2020,17,3,4,3,17_3_4_3,2020_17_3_4_3,Mạ sưa,Ma sua,Helicia nilagirica Bedd,70.2,22.4,0,0,0,0,0,0,a,103.801205,22.32254148,NA,NA,12.23262314,182.0749083,0,182.0749083
34,2020,17,3,4,4,17_3_4_4,2020_17_3_4_4,Cây bạc,Cay bac,Kurrima robusta Kuzz,55,17.5,0,0,0,0,0,0,b,103.8011896,22.32250975,Cung goc,Same stump,10.71862914,99.61908826,0,99.61908826
35,2020,17,3,4,5,17_3_4_5,2020_17_3_4_5,Cây bạc,Cay bac,Kurrima robusta Kuzz,86,27.4,0,0,0,0,0,0,b,103.8011925,22.32250968,Cung goc,Same stump,13.6254936,297.8609548,0,297.8609548
36,2020,17,3,4,7,17_3_4_7,2020_17_3_4_7,Cứt ngựa,Cut ngua,Archidendron balansae (Oliv) I. Nielsen,88,28,0,0,0,0,0,0,a,103.8012154,22.32249178,Cung goc,Same stump,13.78438071,314.0475862,0,314.0475862
37,2020,17,3,4,6,17_3_4_6,2020_17_3_4_6,Cứt ngựa,Cut ngua,Archidendron balansae (Oliv) I. Nielsen,74,23.6,0,0,0,0,0,0,a,103.8012131,22.32249168,Cung goc,Same stump,12.5791036,206.8315838,0,206.8315838
38,2020,17,3,4,8,17_3_4_8,2020_17_3_4_8,Cứt ngựa,Cut ngua,Archidendron balansae (Oliv) I. Nielsen,79.5,25.3,0,0,0,0,0,0,a,103.8012183,22.32249172,Cung goc,Same stump,13.05622834,245.1401564,0,245.1401564
39,2020,17,3,4,9,17_3_4_9,2020_17_3_4_9,Vỏ mản,Vo man,Ficus glandulifera Wall,47.5,15.1,0,0,0,0,0,0,b,103.8011719,22.32247764,NA,NA,9.904961727,69.47765107,0,69.47765107
40,2020,17,3,4,14,17_3_4_14,2020_17_3_4_14,Kháo vòng,Khao vong,Macchilus sp,64,20.4,0,0,0,0,0,0,b,103.8011178,22.32255438,Cung goc,Same stump,11.63537341,144.8848988,0,144.8848988
41,2020,17,3,4,13,17_3_4_13,2020_17_3_4_13,Kháo vòng,Khao vong,Macchilus sp,35.7,11.4,0,0,0,0,0,0,a,103.8011163,22.32255437,Cung goc,Same stump,8.521538725,34.96474016,0,34.96474016
42,2020,17,3,4,15,17_3_4_15,2020_17_3_4_15,Kháo vòng,Khao vong,Macchilus sp,41.4,13.2,0,0,0,0,0,0,a,103.80112,22.3225544,Cung goc,Same stump,9.217107425,50.02303704,0,50.02303704
43,2020,17,3,4,16,17_3_4_16,2020_17_3_4_16,Kháo vòng,Khao vong,Macchilus sp,50.2,16,0,0,0,0,0,0,b,103.801122,22.32255441,Cung goc,Same stump,10.21667842,80.03280849,0,80.03280849
44,2020,17,3,4,12,17_3_4_12,2020_17_3_4_12,Kháo vòng,Khao vong,Macchilus sp,52.5,16.7,0,0,0,0,0,0,a,103.801114,22.32255435,Cung goc,Same stump,10.45352682,88.85833378,0,88.85833378
45,2020,17,3,4,17,17_3_4_17,2020_17_3_4_17,Kháo vòng,Khao vong,Macchilus sp,41,13.1,0,0,0,0,0,0,a,103.8011245,22.32255443,Cung goc,Same stump,9.179669178,49.10230895,0,49.10230895
46,2020,17,3,4,18,17_3_4_18,2020_17_3_4_18,Sau sau,Sau sau,Liquidambar formosana Hance,40,12.7,0,0,0,0,0,0,a,103.8010982,22.32253148,NA,NA,9.028570346,45.51991431,0,45.51991431
47,2020,17,3,4,19,17_3_4_19,2020_17_3_4_19,Ba soi,Ba soi,Macaranga denticulata,70.5,22.5,0,0,0,0,0,0,a,103.8010889,22.32252237,NA,NA,12.26182091,184.067014,0,184.067014
48,2020,17,3,4,20,17_3_4_20,2020_17_3_4_20,Trường mật,Truong mat,Paviesia annamensis Pierre,32,10.2,0,0,0,0,0,0,c,103.8010739,22.32253093,NA,NA,8.029058967,26.64556079,0,26.64556079
49,2020,17,3,4,22,17_3_4_22,2020_17_3_4_22,Ba soi,Ba soi,Macaranga denticulata,71.2,22.7,0,0,0,0,0,0,a,103.8010554,22.3224047,NA,NA,12.3200361,188.0897002,0,188.0897002
50,2020,17,3,4,24,17_3_4_24,2020_17_3_4_24,Vải guốc,Vai guoc,Xerospermum noronhianum Blume,36.9,11.8,0,0,0,0,0,0,a,103.8010848,22.3223845,NA,NA,8.680285626,38.03808114,0,38.03808114
51,2020,17,3,4,28,17_3_4_28,2020_17_3_4_28,Mò lá tù,Mo la tu,Cryptocarya infectoria (Blume) Miq,86,27.4,0,0,0,0,0,0,c,103.8011383,22.32242329,cn,Broken on top,13.6254936,297.8609548,0,297.8609548
52,2020,17,3,4,34,17_3_4_34,2020_17_3_4_34,Sung quả lê,Sung qua le,Ficus pyriformis Hook,23.5,7.5,0,0,0,0,0,0,b,103.8011434,22.32238746,NA,NA,6.810714276,12.57179546,0,12.57179546
53,2020,17,3,5,1,17_3_5_1,2020_17_3_5_1,Kháo vòng,Khao vong,Macchilus sp,50.4,16.1,10,0,0,0,0,0,b,103.8012528,22.32255511,Cung goc,Same stump,10.25080466,81.26029467,80.03550489,80.03550489
54,2020,17,3,5,2,17_3_5_2,2020_17_3_5_2,Kháo vòng,Khao vong,Macchilus sp,63.5,20.2,11,0,0,0,0,0,a,103.801255,22.32255513,Cung goc,Same stump,11.57418047,141.4393574,137.0952026,137.0952026
55,2020,17,3,5,3,17_3_5_3,2020_17_3_5_3,Côm lá kèm,Com la kem,Elaeocarpus stipularis Blume,72.5,23.1,11,0,0,0,0,0,a,103.8012827,22.32252363,NA,NA,12.43575579,196.2896759,182.067235,182.067235
56,2020,17,3,5,4,17_3_5_4,2020_17_3_5_4,Mạ sưa,Ma sua,Helicia nilagirica Bedd,53,16.9,9,0,0,0,0,0,a,103.8012932,22.32251964,NA,NA,10.52034598,91.4805435,83.13199672,83.13199672
57,2020,17,3,5,5,17_3_5_5,2020_17_3_5_5,Kháo vòng,Khao vong,Macchilus sp,49.5,15.8,10,0,0,0,0,0,a,103.8012837,22.3224744,NA,NA,10.14812719,77.61086614,76.91434285,76.91434285
58,2020,17,3,5,11,17_3_5_11,2020_17_3_5_11,Côm lá kèm,Com la kem,Elaeocarpus stipularis Blume,60,19.1,13,0,0,0,0,0,a,103.801313,22.32241582,Cung goc,Same stump,11.23246044,123.3567308,134.9196981,134.9196981
59,2020,17,3,5,10,17_3_5_10,2020_17_3_5_10,Côm lá kèm,Com la kem,Elaeocarpus stipularis Blume,56.5,18,9.5,0,0,0,0,0,a,103.8013109,22.32241589,Cung goc,Same stump,10.8814634,106.7162626,98.19287196,98.19287196
60,2020,17,3,5,12,17_3_5_12,2020_17_3_5_12,Côm lá kèm,Com la kem,Elaeocarpus stipularis Blume,54.5,17.4,11,0,0,0,0,0,a,103.8013152,22.32241583,Cung goc,Same stump,10.68580395,98.23416824,99.99510295,99.99510295
61,2020,17,3,5,13,17_3_5_13,2020_17_3_5_13,Côm lá kèm,Com la kem,Elaeocarpus stipularis Blume,31.3,10,11,0,0,0,0,0,a,103.8013176,22.32241594,Cung goc,Same stump,7.944411093,25.3872208,30.99311171,30.99311171
62,2020,17,3,5,9,17_3_5_9,2020_17_3_5_9,Côm lá kèm,Com la kem,Elaeocarpus stipularis Blume,42,13.4,8,0,0,0,0,0,a,103.8013087,22.32241579,Cung goc,Same stump,9.291590586,51.89488728,47.34488052,47.34488052
63,2020,17,3,5,19,17_3_5_19,2020_17_3_5_19,Kháo vòng,Khao vong,Macchilus sp,30.5,9.7,9,0,0,0,0,0,a,103.8013427,22.32239391,Cung goc,Same stump,7.81594954,23.56672852,25.69557098,25.69557098
64,2020,17,3,5,18,17_3_5_18,2020_17_3_5_18,Kháo vòng,Khao vong,Macchilus sp,40,12.7,11,0,0,0,0,0,a,103.8013409,22.32239299,Cung goc,Same stump,9.028570346,45.51991431,51.37943104,51.37943104
65,2020,17,3,5,20,17_3_5_20,2020_17_3_5_20,Kháo vòng,Khao vong,Macchilus sp,35.1,11.2,8,0,0,0,0,0,a,103.8013453,22.32239329,Cung goc,Same stump,8.441194713,33.48511871,32.40097445,32.40097445
66,2020,17,3,5,22,17_3_5_22,2020_17_3_5_22,Kháo vòng,Khao vong,Macchilus sp,63.3,20.2,12,0,0,0,0,0,a,103.8014344,22.32240307,NA,NA,11.57418047,141.4393574,144.6073689,144.6073689
67,2020,17,3,5,24,17_3_5_24,2020_17_3_5_24,Mạ sưa,Ma sua,Helicia nilagirica Bedd,57,18.2,11,0,0,0,0,0,a,103.8013905,22.32247944,NA,NA,10.94600742,109.6362041,109.9674496,109.9674496
68,2020,17,3,5,27,17_3_5_27,2020_17_3_5_27,Dẻ gai,De gai,Castanopsis indica Roxb. ex Lindl,32,10.2,7.5,0,0,0,0,0,a,103.8013373,22.32249269,NA,NA,8.029058967,26.64556079,25.55494968,25.55494968
69,2020,17,3,5,28,17_3_5_28,2020_17_3_5_28,Vỏ mản,Vo man,Ficus glandulifera Wall,30.8,9.8,7,0,0,0,0,0,a,103.8013318,22.32249743,NA,NA,7.858972623,24.16467666,22.50929223,22.50929223
70,2020,17,3,5,30,17_3_5_30,2020_17_3_5_30,Trâm vối,Tram voi,Syzygium cuminii (L.) Skeels,34.4,11,6.5,0,0,0,0,0,a,103.8013711,22.32246159,NA,NA,8.360181048,32.04313592,27.46134194,27.46134194
71,2020,17,3,5,31,17_3_5_31,2020_17_3_5_31,Ba soi,Ba soi,Macaranga denticulata,44.7,14.2,11,0,0,0,0,0,a,103.801357,22.32243854,NA,NA,9.584482511,59.7924664,65.06157499,65.06157499
72,2020,17,3,5,36,17_3_5_36,2020_17_3_5_36,Mạ sưa,Ma sua,Helicia nilagirica Bedd,52,16.6,10,0,0,0,0,0,a,103.801307,22.32255154,NA,NA,10.41997778,87.56409059,85.38309848,85.38309848
73,2020,17,3,5,39,17_3_5_39,2020_17_3_5_39,Dọc,Doc,Garcinia multiflora Champ. ex Benth,27.1,8.6,2.5,0,0,0,0,0,c,103.8013606,22.32254254,cn,Broken on top,7.328318186,17.56300392,9.083258425,9.083258425
74,2020,17,3,5,40,17_3_5_40,2020_17_3_5_40,Côm lá kèm,Com la kem,Elaeocarpus stipularis Blume,60,19.1,12.5,0,0,0,0,0,a,103.801366,22.3225517,NA,NA,11.23246044,123.3567308,131.7140853,131.7140853
75,2020,17,3,5,41,17_3_5_41,2020_17_3_5_41,Vải guốc,Vai guoc,Xerospermum noronhianum Blume,39.5,12.6,4,0,0,0,0,0,c,103.8013943,22.32254306,cn,Broken on top,8.990451449,44.6492731,27.17527426,27.17527426
76,2020,17,3,5,42,17_3_5_42,2020_17_3_5_42,Trâm vối,Tram voi,Syzygium cuminii (L.) Skeels,39,12.4,6.5,0,0,0,0,0,a,103.8014098,22.32253866,NA,NA,8.913789379,42.9376967,35.37958098,35.37958098
77,2020,17,3,6,1,17_3_6_1,2020_17_3_6_1,Súm lông,Sum long,Eurya ciliata Merr,29.5,9.4,0,0,0,0,0,0,a,103.8005127,22.32236916,NA,NA,7.685627674,21.82569668,0,21.82569668
78,2020,17,3,6,2,17_3_6_2,2020_17_3_6_2,Chân chim,Chan chim,Schefflera octophylla (Lour.) Harms,45.5,14.5,0,0,0,0,0,0,a,103.8005031,22.32235093,NA,NA,9.692330964,62.92562368,0,62.92562368
79,2020,17,3,6,3,17_3_6_3,2020_17_3_6_3,Thừng mực lông,Thung muc long,Wrightia pubescens R. Br,47.5,15.1,0,0,0,0,0,0,a,103.8004742,22.32232805,NA,NA,9.904961727,69.47765107,0,69.47765107
80,2020,17,3,6,4,17_3_6_4,2020_17_3_6_4,Mạ sưa,Ma sua,Helicia nilagirica Bedd,66.5,21.2,0,0,0,0,0,0,a,103.8005133,22.32232879,NA,NA,11.87740206,159.1600735,0,159.1600735
81,2020,17,3,6,6,17_3_6_6,2020_17_3_6_6,Trường mật,Truong mat,Paviesia annamensis Pierre,68.2,21.7,0,0,0,0,0,0,a,103.8004747,22.32227828,NA,NA,12.02651795,168.4869026,0,168.4869026
82,2020,17,3,6,7,17_3_6_7,2020_17_3_6_7,Kháo vòng,Khao vong,Macchilus sp,66.5,21.2,0,0,0,0,0,0,a,103.800465,22.32225599,NA,NA,11.87740206,159.1600735,0,159.1600735
83,2020,17,3,6,8,17_3_6_8,2020_17_3_6_8,Sảng nhung,Sang nhung,Sterculia lanceolata Cav,47,15,0,0,0,0,0,0,a,103.8004745,22.32226039,NA,NA,9.869799698,68.35897839,0,68.35897839
84,2020,17,3,6,9,17_3_6_9,2020_17_3_6_9,Trâm vỏ đỏ,Tram vo do,Syzygium zeylanicum (L.) DC,63.6,20.3,0,0,0,0,0,0,a,103.8004801,22.32221093,NA,NA,11.60481197,143.1560054,0,143.1560054
85,2020,17,3,6,11,17_3_6_11,2020_17_3_6_11,Bời lời nhớt,Boi loi nhot,Litsea glutinosa (Lour.) C.B. Rob,64,20.4,0,0,0,0,0,0,a,103.8005329,22.32224737,NA,NA,11.63537341,144.8848988,0,144.8848988
86,2020,17,3,6,12,17_3_6_12,2020_17_3_6_12,Mạ sưa,Ma sua,Helicia nilagirica Bedd,69,22,0,0,0,0,0,0,a,103.8005182,22.32226568,NA,NA,12.11522155,174.2341451,0,174.2341451
87,2020,17,3,6,13,17_3_6_13,2020_17_3_6_13,Kháo vòng,Khao vong,Macchilus sp,40.1,12.8,0,0,0,0,0,0,a,103.8006352,22.32221199,NA,NA,9.066549993,46.40050396,0,46.40050396
88,2020,17,3,6,31,17_3_6_31,2020_17_3_6_31,Kháo vòng,Khao vong,Macchilus sp,55.2,17.6,0,0,0,0,0,0,a,103.8006388,22.3222168,NA,NA,10.75136726,101.0154747,0,101.0154747
89,2020,17,3,6,17,17_3_6_17,2020_17_3_6_17,Dạ nâu,Da nau,Chaetocarpus castanocarpus Thw,54.7,17.4,0,0,0,0,0,0,a,103.8005584,22.32231124,NA,NA,10.68580395,98.23416824,0,98.23416824
90,2020,17,3,6,18,17_3_6_18,2020_17_3_6_18,Trâm vối,Tram voi,Syzygium cuminii (L.) Skeels,51.5,16.4,0,0,0,0,0,0,a,103.8005515,22.32236511,NA,NA,10.35259666,85.00917833,0,85.00917833
91,2020,17,3,6,19,17_3_6_19,2020_17_3_6_19,Bời lời nhớt,Boi loi nhot,Litsea glutinosa (Lour.) C.B. Rob,45.7,14.6,0,0,0,0,0,0,a,103.8005804,22.32234283,NA,NA,9.728049529,63.99106633,0,63.99106633
92,2020,17,3,6,22,17_3_6_22,2020_17_3_6_22,Lòng trứng,Long trung,Lindera glauca (Sieb et Zucc) Blunne,47,15,0,0,0,0,0,0,a,103.80058,22.32224347,NA,NA,9.869799698,68.35897839,0,68.35897839
93,2020,17,3,6,23,17_3_6_23,2020_17_3_6_23,Lòng trứng,Long trung,Lindera glauca (Sieb et Zucc) Blunne,50.1,16,0,0,0,0,0,0,b,103.8005831,22.32224349,NA,NA,10.21667842,80.03280849,0,80.03280849
94,2020,17,3,6,24,17_3_6_24,2020_17_3_6_24,Trường mật,Truong mat,Paviesia annamensis Pierre,98.7,31.4,0,0,0,0,0,0,a,103.8005863,22.32222988,NA,NA,14.65634772,415.512927,0,415.512927
95,2020,17,3,6,25,17_3_6_25,2020_17_3_6_25,Mạ sưa,Ma sua,Helicia nilagirica Bedd,66,21,0,0,0,0,0,0,a,103.8006108,22.32224803,NA,NA,11.81729865,155.5169056,0,155.5169056
96,2020,17,3,7,6,17_3_7_6,2020_17_3_7_6,Trường mật,Truong mat,Paviesia annamensis Pierre,71.7,22.8,10,4,3.2,2.8,1.8,3.6,a,103.8006975,22.32232527,NA,NA,12.34905429,190.1203312,167.0505619,167.0505619
97,2020,17,3,7,7,17_3_7_7,2020_17_3_7_7,Kháo vòng,Khao vong,Macchilus sp,67,21.3,11,5,2.1,4.5,2.4,3.2,a,103.800667,22.3223432,Cung goc,Same stump,11.90735493,161.0003691,153.3636256,153.3636256
98,2020,17,3,7,8,17_3_7_8,2020_17_3_7_8,Kháo vòng,Khao vong,Macchilus sp,83,26.4,11,5.5,4,1.4,3,4.2,a,103.8006695,22.32234322,Cung goc,Same stump,13.35704309,271.9996295,241.4755512,241.4755512
99,2020,17,3,7,9,17_3_7_9,2020_17_3_7_9,Trường mật,Truong mat,Paviesia annamensis Pierre,78.5,25,11.5,5.2,3,1.2,2.4,3.3,a,103.8007122,22.32234327,NA,NA,12.97313837,238.099661,221.1386747,221.1386747
100,2020,17,3,7,11,17_3_7_11,2020_17_3_7_11,Mạ sưa,Ma sua,Helicia nilagirica Bedd,46,14.6,11.5,3,1.8,2.2,2,2.4,a,103.8007833,22.32231705,Cung goc,Same stump,9.728049529,63.99106633,70.90462944,70.90462944
101,2020,17,3,7,12,17_3_7_12,2020_17_3_7_12,Mạ sưa,Ma sua,Helicia nilagirica Bedd,69.6,22.2,12,3,3.4,2.6,3,3.1,a,103.8007864,22.32231708,Cung goc,Same stump,12.17404524,178.1290456,176.5633737,176.5633737
102,2020,17,3,7,13,17_3_7_13,2020_17_3_7_13,Bời lời nhớt,Boi loi nhot,Litsea glutinosa (Lour.) C.B. Rob,62.1,19.8,16,0,2.6,1.8,2.6,3,a,103.8007463,22.32228047,NA,NA,11.45094369,134.694685,165.3563328,165.3563328
103,2020,17,3,7,14,17_3_7_14,2020_17_3_7_14,Bồ đề,Bo de,Styrax tonkinensis (Pierre) Craib. ex Hardw,70.8,22.5,13.5,0,4.4,2.2,2.9,3.3,a,103.8007466,22.32227623,NA,NA,12.26182091,184.067014,195.2497782,195.2497782
104,2020,17,3,7,15,17_3_7_15,2020_17_3_7_15,Trâm vối,Tram voi,Syzygium cuminii (L.) Skeels,55.8,17.8,11,0,1.6,3,3.3,2.3,b,103.8007177,22.32223536,NA,NA,10.81658518,103.8427626,104.9188212,104.9188212
105,2020,17,3,7,19,17_3_7_19,2020_17_3_7_19,Trường mật,Truong mat,Paviesia annamensis Pierre,74,23.6,9,0,3,2.5,1.3,3.1,a,103.8007757,22.32226705,NA,NA,12.5791036,206.8315838,168.448719,168.448719
106,2020,17,3,7,20,17_3_7_20,2020_17_3_7_20,Trường mật,Truong mat,Paviesia annamensis Pierre,61,19.4,11,0,2.9,1.7,2.4,2.6,a,103.8007613,22.32227155,NA,NA,11.32654422,128.1437874,125.8659564,125.8659564
107,2020,17,3,7,21,17_3_7_21,2020_17_3_7_21,Côm lá kèm,Com la kem,Elaeocarpus stipularis Blume,41.8,13.3,10,0,2,2,1.1,2.1,a,103.8007659,22.3222761,NA,NA,9.254414079,50.95388519,53.43290382,53.43290382
108,2020,17,3,7,22,17_3_7_22,2020_17_3_7_22,Thừng mực lông,Thung muc long,Wrightia pubescens R. Br,56,17.8,7.5,2,2.6,2.2,2.7,2.5,a,103.8008379,22.32232658,NA,NA,10.81658518,103.8427626,82.96131127,82.96131127
109,2020,17,3,7,24,17_3_7_24,2020_17_3_7_24,Trâm vối,Tram voi,Syzygium cuminii (L.) Skeels,46.3,14.7,8,0,2.4,2,1.5,1.2,a,103.80081,22.32223578,NA,NA,9.763654564,65.06709115,57.58567964,57.58567964
110,2020,17,3,8,1,17_3_8_1,2020_17_3_8_1,Xoan đào,Xoan dao,Prunus arborea (Bl.) Kalkm,89.5,28.5,0,0,0,0,0,0,a,103.8009156,22.32237214,NA,NA,13.91558162,327.924543,0,327.924543
111,2020,17,3,8,2,17_3_8_2,2020_17_3_8_2,Kháo vòng,Khao vong,Macchilus sp,55.2,17.6,0,0,0,0,0,0,a,103.8008625,22.32235811,NA,NA,10.75136726,101.0154747,0,101.0154747
