No,Year,ODV,ONC,ODD,Order,ID,YID,Species,Species_en,Species_sci,Peri_cm,DBH_cm,Ht_m,Hdc_m,E_m,W_m,S_m,N_m,Quality,Long,Lat,Ghi_chu,Note,Hreg_m,AGB_Hreg,AGB_Ho,AGB_kg
452,2020,83,3,13,21,83_3_13_21,2020_83_3_13_21,Lá nến,La nen,Macaranga denticulata (Blume) Muell.Arg,46.5,14.8089172,9,0,0,0,0,0,B,105.1192278,20.95775591,0,0,10.39311584,68.67154868,62.8718289,62.8718289
453,2020,83,3,13,23,83_3_13_23,2020_83_3_13_23,Thị,Thi,Ebennaceae,30,9.554140127,7.5,0,0,0,0,0,B,105.1191516,20.95772741,0,0,8.254297381,23.60006028,22.25341139,22.25341139
454,2020,83,3,13,24,83_3_13_24,2020_83_3_13_24,Chân chim,Chan chim,Schefflera octophylla (Lour.) Harms,33,10.50955414,9,0,0,0,0,0,B,105.1191525,20.95770536,0,0,8.709703458,29.83663572,30.44246877,30.44246877
455,2020,83,3,13,25,83_3_13_25,2020_83_3_13_25,Sung,Sung,KhongcotrongDS,117,37.2611465,21,0,0,0,0,0,B,105.1191761,20.95770779,0,0,15.23234639,710.0720886,970.1442514,970.1442514
456,2020,83,3,13,26,83_3_13_26,2020_83_3_13_26,Thị,Thi,Ebennaceae,63.5,20.22292994,11,0,0,0,0,0,B,105.1192012,20.95771906,0,0,11.97936689,144.8018746,137.4245223,137.4245223
457,2020,83,3,13,27,83_3_13_27,2020_83_3_13_27,Bứa,Bua,Garcinia oblongifolia,23,7.324840764,11,0,0,0,0,0,B,105.1191325,20.95771523,0,0,7.015403741,12.17804084,16.04502468,16.04502468
458,2020,83,3,13,28,83_3_13_28,2020_83_3_13_28,Gội,Goi,Amoora gigantea,27.5,8.757961783,10,0,0,0,0,0,B,105.1191317,20.95770221,0,0,7.843520381,19.02856331,22.08418047,22.08418047
459,2020,83,3,13,29,83_3_13_29,2020_83_3_13_29,Sâng,Sang,Pometia pinnata,87,27.70700637,16,0,0,0,0,0,B,105.1191186,20.95770539,0,0,13.63298972,305.0658751,336.5284486,336.5284486
460,2020,83,3,13,30,83_3_13_30,2020_83_3_13_30,Nóng,Nong,Saurauia tristyla DC,47,14.96815287,12,0,0,0,0,0,B,105.1190854,20.95771002,0,0,10.44669603,70.464286,76.71478611,76.71478611
461,2020,83,3,13,31,83_3_13_31,2020_83_3_13_31,Chẩn,Chan,Microdesmis caseariaefolia,75,23.88535032,16,0,0,0,0,0,B,105.1190538,20.95768555,0,0,12.84740322,214.9189749,245.8702755,245.8702755
462,2020,83,3,13,32,83_3_13_32,2020_83_3_13_32,Bứa,Bua,Garcinia oblongifolia,70,22.29299363,16.5,0,0,0,0,0,B,105.1190454,20.95767996,0,0,12.48591035,182.5194174,216.5375645,216.5375645
463,2020,83,3,13,33,83_3_13_33,2020_83_3_13_33,Nóng,Nong,Saurauia tristyla DC,45,14.33121019,10.5,0,0,0,0,0,B,105.1190426,20.95767318,0,0,10.22924463,63.44967767,64.47412991,64.47412991
464,2020,83,3,13,34,83_3_13_34,2020_83_3_13_34,Kháo nước,Khao nuoc,Phoebe cuneata,26.5,8.439490446,7,0,0,0,0,0,B,105.1190915,20.95762119,0,0,7.670125017,17.35534528,16.4093164,16.4093164
465,2020,83,3,13,35,83_3_13_35,2020_83_3_13_35,Chò chỉ,Cho chi,Parashorea chinensis,50,15.92356688,12,0,0,0,0,0,B,105.1190908,20.95761794,0,0,10.7579088,81.77388319,87.43962647,87.43962647
466,2020,83,3,13,36,83_3_13_36,2020_83_3_13_36,Chân chim,Chan chim,Schefflera octophylla (Lour.) Harms,29,9.23566879,9,0,0,0,0,0,B,105.1191203,20.9576649,0,0,8.093677219,21.70421245,23.16359031,23.16359031
467,2020,83,3,13,37,83_3_13_37,2020_83_3_13_37,Sung,Sung,KhongcotrongDS,30.5,9.713375796,8,0,0,0,0,0,B,105.1191343,20.95767511,0,0,8.33287272,28.95570528,27.83087688,27.83087688
468,2020,83,3,13,38,83_3_13_38,2020_83_3_13_38,Kháo nước,Khao nuoc,Phoebe cuneata,69,21.97452229,12,0,0,0,0,0,B,105.1191146,20.95761223,0,0,12.41081948,176.39555,172.7923796,172.7923796
469,2020,83,3,13,39,83_3_13_39,2020_83_3_13_39,Vàng anh,Vang anh,Saraca dives,28.5,9.076433121,10,0,0,0,0,0,B,105.1191637,20.95761726,0,0,8.011560429,20.79004256,23.81696489,23.81696489
470,2020,83,3,13,40,83_3_13_40,2020_83_3_13_40,Sâng,Sang,Pometia pinnata,61.5,19.58598726,16,0,0,0,0,0,B,105.1191802,20.95762375,0,0,11.8140844,134.1782378,161.5993326,161.5993326
471,2020,83,3,13,41,83_3_13_41,2020_83_3_13_41,Sung,Sung,KhongcotrongDS,124,39.49044586,19,0,0,0,0,0,B,105.1192016,20.95764623,0,0,15.55074976,811.1252032,985.4745212,985.4745212
472,2020,83,3,13,42,83_3_13_42,2020_83_3_13_42,Kẹn,Ken,Aesculus assamica,22.5,7.165605096,8,0,0,0,0,0,B,105.1192019,20.95764434,0,0,6.915031061,11.52269006,12.59971051,12.59971051
473,2020,83,3,13,43,83_3_13_43,2020_83_3_13_43,Vàng anh,Vang anh,Saraca dives,20.5,6.52866242,6.5,0,0,0,0,0,B,105.1191959,20.957656,0,0,6.493640114,9.105715919,9.111182607,9.111182607
474,2020,83,3,13,44,83_3_13_44,2020_83_3_13_44,Vàng anh,Vang anh,Saraca dives,32,10.1910828,8.5,0,0,0,0,0,B,105.1192164,20.95764722,0,0,8.562058654,27.66529938,27.54218709,27.54218709
475,2020,83,3,13,45,83_3_13_45,2020_83_3_13_45,Vàng anh,Vang anh,Saraca dives,172,54.77707006,18,0,0,0,0,0,B,105.1192192,20.95768255,0,0,17.37137034,1495.954347,1528.916047,1528.916047
476,2020,83,3,13,46,83_3_13_46,2020_83_3_13_46,Máu chó,Mau cho,Knema tonkinensis,28,8.917197452,5,0,0,0,0,0,B,105.119225,20.95767034,0,0,7.928188307,19.89820332,14.99922503,14.99922503
477,2020,83,3,14,1,83_3_14_1,2020_83_3_14_1,Vàng anh,Vang anh,Saraca dives,143,45.54140127,19,10.6,6.8,5.8,6.6,4.2,B,105.1192665,20.9577557,Same stump with 2,Same stump with 2,16.3382742,974.993831,1069.5202,1069.5202
478,2020,83,3,14,2,83_3_14_2,2020_83_3_14_2,Vàng anh,Vang anh,Saraca dives,136,43.31210191,18.5,8.1,7.2,0,4.2,6,B,105.119269,20.95775489,Same stump with 1,Same stump with 1,16.06000556,867.6234336,946.2188089,946.2188089
479,2020,83,3,14,3,83_3_14_3,2020_83_3_14_3,Vàng anh,Vang anh,Saraca dives,82,26.11464968,13.5,5.2,5.4,1.2,2.8,1.6,B,105.1192374,20.95771886,Same stump with 4,Same stump with 4,13.31842026,265.3481115,267.5603005,267.5603005
480,2020,83,3,14,5,83_3_14_5,2020_83_3_14_5,Thị,Thi,Ebennaceae,44,14.01273885,9,3.6,3.8,1.2,3.4,2.8,B,105.1192472,20.95772264,0,0,10.11728059,60.09783671,55.93714666,55.93714666
481,2020,83,3,14,6,83_3_14_6,2020_83_3_14_6,Xương cá,Xuong ca,Canthium diccocum (Gagnep) T et B,20,6.369426752,6.5,3.2,1.4,0.8,1.4,1.8,B,105.1192742,20.9577247,0,0,6.382895083,8.55175198,8.647606522,8.647606522
482,2020,83,3,14,7,83_3_14_7,2020_83_3_14_7,Vàng anh,Vang anh,Saraca dives,97,30.89171975,13.5,7.1,6.2,1.2,6,1.2,B,105.1192863,20.95775451,0,0,14.21560116,393.9723408,381.6919527,381.6919527
483,2020,83,3,14,8,83_3_14_8,2020_83_3_14_8,Thị,Thi,Ebennaceae,80.5,25.63694268,16,9.8,2.6,2.2,3.2,1.6,B,105.1193067,20.95777519,0,0,13.22064692,254.0374057,285.5640915,285.5640915
484,2020,83,3,14,9,83_3_14_9,2020_83_3_14_9,Sồi,Soi,Khongbiet,25.5,8.121019108,7.5,5.2,1.6,1.2,1.2,0.8,B,105.1193139,20.95776082,0,0,7.491007759,15.76929601,15.78089902,15.78089902
485,2020,83,3,14,10,83_3_14_10,2020_83_3_14_10,Chân chim,Chan chim,Schefflera octophylla (Lour.) Harms,32,10.1910828,7.5,3.3,3,2.6,1,2,B,105.1193241,20.95775178,0,0,8.562058654,27.66529938,25.50772589,25.50772589
486,2020,83,3,14,11,83_3_14_11,2020_83_3_14_11,Chân chim,Chan chim,Schefflera octophylla (Lour.) Harms,21.5,6.847133758,6,4.6,1.2,0.6,2.6,0.8,B,105.1193393,20.9577374,0,0,6.708476744,10.27364337,9.594136503,9.594136503
487,2020,83,3,14,12,83_3_14_12,2020_83_3_14_12,Nóng,Nong,Saurauia tristyla DC,44,14.01273885,8.5,4.7,3.6,3,3.6,0.8,B,105.1193215,20.95772051,0,0,10.11728059,60.09783671,54.01084479,54.01084479
488,2020,83,3,14,13,83_3_14_13,2020_83_3_14_13,Thị,Thi,Ebennaceae,61,19.42675159,8,2.3,3.6,1.2,3.2,3,B,105.1193794,20.95775264,0,0,11.7720085,131.5935262,103.8437858,103.8437858
489,2020,83,3,14,14,83_3_14_14,2020_83_3_14_14,Vàng anh,Vang anh,Saraca dives,126,40.12738854,17,8.2,5,2.2,5.6,1,B,105.1193819,20.95772888,"Same stump with 16,15","Same stump with 16,15",15.63868939,726.28717,764.4205771,764.4205771
490,2020,83,3,14,15,83_3_14_15,2020_83_3_14_15,Vàng anh,Vang anh,Saraca dives,97,30.89171975,14,4.5,6,2.6,6,1,B,105.1193838,20.95772887,"Same stump with 14,16","Same stump with 14,16",14.21560116,393.9723408,390.2981286,390.2981286
491,2020,83,3,14,16,83_3_14_16,2020_83_3_14_16,Vàng anh,Vang anh,Saraca dives,31,9.872611465,6.5,3.6,4,0.8,6.2,0,B,105.1193863,20.95772941,"Same stump with 14,15","Same stump with 14,15",8.410336868,25.58676067,21.84788472,21.84788472
492,2020,83,3,14,17,83_3_14_17,2020_83_3_14_17,Cà lồ,Ca lo,Caryodaphnopsis tonkinensis,22.5,7.165605096,6,1.8,2.2,1.6,2.6,1.2,B,105.1194092,20.95769967,0,0,6.915031061,11.52269006,10.56235178,10.56235178
493,2020,83,3,14,18,83_3_14_18,2020_83_3_14_18,Xương cá,Xuong ca,Canthium diccocum (Gagnep) T et B,20,6.369426752,5.5,4.6,1,1,1,0.6,B,105.1193722,20.95768922,0,0,6.382895083,8.55175198,7.805758423,7.805758423
494,2020,83,3,14,19,83_3_14_19,2020_83_3_14_19,Vàng anh,Vang anh,Saraca dives,28,8.917197452,8,4.6,2.2,0.7,2,1.6,B,105.11935,20.95768986,0,0,7.928188307,19.89820332,20.00851155,20.00851155
495,2020,83,3,14,20,83_3_14_20,2020_83_3_14_20,Vàng anh,Vang anh,Saraca dives,25,7.961783439,8,4.8,2.6,0,1.2,0,B,105.1193283,20.95769385,0,0,7.399178236,15.00860867,15.74448676,15.74448676
496,2020,83,3,14,21,83_3_14_21,2020_83_3_14_21,Vàng anh,Vang anh,Saraca dives,163,51.91082803,17,5.8,6.6,5.6,4.6,5.2,B,105.1193205,20.95767832,0,0,17.06917861,1320.944015,1317.659162,1317.659162
497,2020,83,3,14,22,83_3_14_22,2020_83_3_14_22,Vàng anh,Vang anh,Saraca dives,43,13.69426752,9,6.8,1,1.8,1.6,0.8,B,105.1192948,20.95766433,"Same stump with 23,24","Same stump with 23,24",10.00303636,56.84868616,53.28263316,53.28263316
498,2020,83,3,14,23,83_3_14_23,2020_83_3_14_23,Vàng anh,Vang anh,Saraca dives,89,28.34394904,13,3.2,1.2,0.8,0.8,0,B,105.1192973,20.95766433,"Same stump with 24,22","Same stump with 24,22",13.75422971,321.8294417,310.8917245,310.8917245
499,2020,83,3,14,24,83_3_14_24,2020_83_3_14_24,Vàng anh,Vang anh,Saraca dives,21,6.687898089,7.5,4.6,6.6,2.6,6.6,0,B,105.1192998,20.95766433,"Same stump with 22,23","Same stump with 22,23",6.602136504,9.679622886,10.46670374,10.46670374
500,2020,83,3,14,25,83_3_14_25,2020_83_3_14_25,Thị,Thi,Ebennaceae,36,11.46496815,7.5,7.4,2.8,2.2,2.6,3.2,B,105.119355,20.95766492,0,0,9.13029857,36.91665783,32.72269736,32.72269736
501,2020,83,3,14,26,83_3_14_26,2020_83_3_14_26,Trám,Tram,Bruseraceae,33,10.50955414,8,8.4,2,1.2,1.2,1.8,B,105.1193632,20.95762814,0,0,8.709703458,29.83663572,28.32163084,28.32163084
502,2020,83,3,15,1,83_3_15_1,2020_83_3_15_1,Vàng anh,Vang anh,Saraca dives,29.5,9.394904459,6.8,0,0,0,0,0,B,105.1194403,20.95776362,0,0,8.174577264,22.64084248,20.22419855,20.22419855
503,2020,83,3,15,2,83_3_15_2,2020_83_3_15_2,Chân chim,Chan chim,Schefflera octophylla (Lour.) Harms,21.5,6.847133758,5.5,0,0,0,0,0,B,105.119455,20.95776442,0,0,6.708476744,10.27364337,9.095733485,9.095733485
504,2020,83,3,15,3,83_3_15_3,2020_83_3_15_3,Thị,Thi,Ebennaceae,148,47.13375796,18,0,0,0,0,0,B,105.1194454,20.95775187,0,0,16.52945121,1056.000755,1112.647394,1112.647394
505,2020,83,3,15,4,83_3_15_4,2020_83_3_15_4,Vàng anh,Vang anh,Saraca dives,158,50.31847134,18,0,0,0,0,0,B,105.119449,20.95773515,"Same stump with 6,5","Same stump with 6,5",16.89456019,1228.94411,1277.638785,1277.638785
506,2020,83,3,15,5,83_3_15_5,2020_83_3_15_5,Vàng anh,Vang anh,Saraca dives,34,10.82802548,7.5,0,0,0,0,0,B,105.1194507,20.95773515,"Same stump with 4,6","Same stump with 4,6",8.853492196,32.10170408,28.99694074,28.99694074
507,2020,83,3,15,6,83_3_15_6,2020_83_3_15_6,Vàng anh,Vang anh,Saraca dives,43,13.69426752,9.5,0,0,0,0,0,B,105.1194799,20.95778447,"Same stump with 4,5","Same stump with 4,5",10.00303636,56.84868616,55.07847903,55.07847903
508,2020,83,3,15,7,83_3_15_7,2020_83_3_15_7,Nóng,Nong,Saurauia tristyla DC,40.5,12.89808917,13,0,0,0,0,0,B,105.119544,20.95775478,0,0,9.70678765,49.17024774,58.81458798,58.81458798
509,2020,83,3,15,8,83_3_15_8,2020_83_3_15_8,Sâng,Sang,Pometia pinnata,57,18.15286624,12,0,0,0,0,0,B,105.1195595,20.95774592,0,0,11.42377425,111.9303146,115.358785,115.358785
510,2020,83,3,15,9,83_3_15_9,2020_83_3_15_9,Vàng anh,Vang anh,Saraca dives,96,30.57324841,13,0,0,0,0,0,B,105.1196028,20.95774616,0,0,14.15987042,384.505144,364.8769084,364.8769084
511,2020,83,3,15,10,83_3_15_10,2020_83_3_15_10,Vàng anh,Vang anh,Saraca dives,140,44.58598726,12.5,0,0,0,0,0,B,105.1195667,20.95771501,0,0,16.22058812,928.1195204,791.0931161,791.0931161
512,2020,83,3,15,11,83_3_15_11,2020_83_3_15_11,Mí giả mộc,Mi gia moc,KhongcotrongDS,22,7.006369427,7,0,0,0,0,0,B,105.1195502,20.9577181,0,0,6.8127477,12.61649907,12.95339759,12.95339759
513,2020,83,3,15,12,83_3_15_12,2020_83_3_15_12,Sồi,Soi,Khongbiet,63,20.06369427,14,0,0,0,0,0,B,105.1194993,20.95769997,0,0,11.93849046,142.1031117,156.6812397,156.6812397
514,2020,83,3,15,13,83_3_15_13,2020_83_3_15_13,Kẹn,Ken,Aesculus assamica,25.5,8.121019108,7.5,0,0,0,0,0,B,105.1194976,20.9577137,0,0,7.491007759,15.76929601,15.78089902,15.78089902
515,2020,83,3,15,14,83_3_15_14,2020_83_3_15_14,Gội,Goi,Amoora gigantea,115,36.62420382,14.5,0,0,0,0,0,B,105.1195189,20.9576621,0,0,15.13816123,586.8770587,571.5826289,571.5826289
516,2020,83,3,15,16,83_3_15_16,2020_83_3_15_16,Vàng anh,Vang anh,Saraca dives,103.5,32.96178344,13,0,0,0,0,0,B,105.1195429,20.9576534,0,0,14.56555707,458.6825337,427.7943335,427.7943335
517,2020,83,3,15,17,83_3_15_17,2020_83_3_15_17,Vàng anh,Vang anh,Saraca dives,160,50.95541401,16,0,0,0,0,0,B,105.1196008,20.95761415,0,0,16.96501204,1265.298837,1220.673193,1220.673193
518,2020,83,3,16,1,83_3_16_1,2020_83_3_16_1,Nhội,Nhoi,Bischofia javanica,52,16.56050955,0,0,0,0,0,0,B,105.1186643,20.95760134,0,0,10.9562567,89.84652241,0,89.84652241
519,2020,83,3,16,2,83_3_16_2,2020_83_3_16_2,Sao bạc,Sao bac,Khongbiet,32,10.1910828,0,0,0,0,0,0,B,105.1186807,20.95757513,0,0,8.562058654,27.66529938,0,27.66529938
520,2020,83,3,16,3,83_3_16_3,2020_83_3_16_3,Trẩu,Trau,Vernicia montana,75,23.88535032,0,0,0,0,0,0,B,105.1186704,20.95757188,0,0,12.84740322,214.9189749,0,214.9189749
521,2020,83,3,16,4,83_3_16_4,2020_83_3_16_4,Nóng,Nong,Saurauia tristyla DC,36.2,11.52866242,0,0,0,0,0,0,B,105.1186584,20.95755102,0,0,9.157232285,37.4192468,0,37.4192468
522,2020,83,3,16,5,83_3_16_5,2020_83_3_16_5,Dâu da,Dau da,Baccaurea ramiflora,66.5,21.17834395,0,0,0,0,0,0,B,105.1186735,20.95751956,0,0,12.2187022,161.5990483,0,161.5990483
523,2020,83,3,16,6,83_3_16_6,2020_83_3_16_6,Cà lồ,Ca lo,Caryodaphnopsis tonkinensis,32,10.1910828,0,0,0,0,0,0,B,105.1186784,20.95751522,0,0,8.562058654,27.66529938,0,27.66529938
524,2020,83,3,16,7,83_3_16_7,2020_83_3_16_7,Chò chỉ,Cho chi,Parashorea chinensis,24,7.643312102,0,0,0,0,0,0,B,105.1186822,20.957521,0,0,7.21070298,13.55118615,0,13.55118615
525,2020,83,3,16,8,83_3_16_8,2020_83_3_16_8,Sấu,Sau,Dracontomelon duperreanum,104,33.12101911,0,0,0,0,0,0,B,105.1187155,20.95760483,0,0,14.59163742,463.8897677,0,463.8897677
526,2020,83,3,16,9,83_3_16_9,2020_83_3_16_9,Sung,Sung,KhongcotrongDS,38,12.10191083,0,0,0,0,0,0,B,105.1187263,20.95759723,0,0,9.393923087,49.87984077,0,49.87984077
527,2020,83,3,16,11,83_3_16_11,2020_83_3_16_11,Vàng anh,Vang anh,Saraca dives,40,12.7388535,0,0,0,0,0,0,B,105.1187354,20.95754681,0,0,9.645604666,47.70999455,0,47.70999455
528,2020,83,3,16,12,83_3_16_12,2020_83_3_16_12,Vàng anh,Vang anh,Saraca dives,37.8,12.03821656,0,0,0,0,0,0,B,105.1187368,20.95754726,0,0,9.368117078,41.57958936,0,41.57958936
529,2020,83,3,16,13,83_3_16_13,2020_83_3_16_13,Vàng anh,Vang anh,Saraca dives,101,32.1656051,0,0,0,0,0,0,B,105.1187387,20.9575468,0,0,14.43340149,433.1400009,0,433.1400009
530,2020,83,3,16,14,83_3_16_14,2020_83_3_16_14,Vàng anh,Vang anh,Saraca dives,82.6,26.30573248,0,0,0,0,0,0,B,105.1187892,20.95759204,0,0,13.35707525,269.9501376,0,269.9501376
531,2020,83,3,16,15,83_3_16_15,2020_83_3_16_15,Nóng,Nong,Saurauia tristyla DC,138,43.94904459,0,0,0,0,0,0,B,105.1187775,20.95757587,0,0,16.14083279,897.5862507,0,897.5862507
532,2020,83,3,16,16,83_3_16_16,2020_83_3_16_16,Nóng,Nong,Saurauia tristyla DC,35,11.14649682,0,0,0,0,0,0,B,105.1188106,20.95760024,0,0,8.9936281,34.46141527,0,34.46141527
533,2020,83,3,16,17,83_3_16_17,2020_83_3_16_17,Trám,Tram,Bruseraceae,31,9.872611465,0,0,0,0,0,0,B,105.1188269,20.95760529,0,0,8.410336868,25.58676067,0,25.58676067
534,2020,83,3,16,18,83_3_16_18,2020_83_3_16_18,Nóng,Nong,Saurauia tristyla DC,83,26.43312102,0,0,0,0,0,0,B,105.1188351,20.95756661,"Same stump with 19,20,21","Same stump with 19,20,21",13.38270373,273.042907,0,273.042907
535,2020,83,3,16,19,83_3_16_19,2020_83_3_16_19,Nóng,Nong,Saurauia tristyla DC,76.2,24.26751592,0,0,0,0,0,0,B,105.1188364,20.95756661,"Same stump with 18,20,21","Same stump with 18,20,21",12.93090698,223.140608,0,223.140608
536,2020,83,3,16,20,83_3_16_20,2020_83_3_16_20,Nóng,Nong,Saurauia tristyla DC,19.6,6.242038217,0,0,0,0,0,0,B,105.1188367,20.95756444,"Same stump with 19,18,21","Same stump with 19,18,21",6.292613993,8.122822977,0,8.122822977
537,2020,83,3,16,21,83_3_16_21,2020_83_3_16_21,Nóng,Nong,Saurauia tristyla DC,22.3,7.101910828,0,0,0,0,0,0,B,105.1188349,20.95756472,"Same stump with 19,20,18","Same stump with 19,20,18",6.874351203,11.26632814,0,11.26632814
538,2020,83,3,16,22,83_3_16_22,2020_83_3_16_22,Nhội,Nhoi,Bischofia javanica,75.7,24.10828025,0,0,0,0,0,0,B,105.1188079,20.95754639,0,0,12.8962596,219.6938036,0,219.6938036
539,2020,83,3,16,23,83_3_16_23,2020_83_3_16_23,Kẹn,Ken,Aesculus assamica,45,14.33121019,0,0,0,0,0,0,B,105.1188279,20.95752388,0,0,10.22924463,63.44967767,0,63.44967767
540,2020,83,3,16,24,83_3_16_24,2020_83_3_16_24,Kháo nước,Khao nuoc,Phoebe cuneata,23,7.324840764,0,0,0,0,0,0,B,105.1188328,20.95751231,0,0,7.015403741,12.17804084,0,12.17804084
541,2020,83,3,16,25,83_3_16_25,2020_83_3_16_25,Kháo nước,Khao nuoc,Phoebe cuneata,19,6.050955414,0,0,0,0,0,0,B,105.1188348,20.95751186,0,0,6.154258018,7.502953305,0,7.502953305
542,2020,83,3,16,26,83_3_16_26,2020_83_3_16_26,Vàng anh,Vang anh,Saraca dives,50.7,16.14649682,0,0,0,0,0,0,B,105.1187611,20.95751435,Same stump with 27,Same stump with 27,10.82812357,84.55044698,0,84.55044698
543,2020,83,3,16,27,83_3_16_27,2020_83_3_16_27,Vàng anh,Vang anh,Saraca dives,23,7.324840764,0,0,0,0,0,0,B,105.1187633,20.95751435,Same stump with 26,Same stump with 26,7.015403741,12.17804084,0,12.17804084
544,2020,83,3,16,28,83_3_16_28,2020_83_3_16_28,Chìa vôi,Chia voi,Cissus modeccoides,26.7,8.503184713,0,0,0,0,0,0,B,105.1187605,20.95750143,0,0,7.705249577,17.68297994,0,17.68297994
545,2020,83,3,16,29,83_3_16_29,2020_83_3_16_29,Nóng,Nong,Saurauia tristyla DC,110,35.03184713,0,0,0,0,0,0,B,105.1188145,20.9574835,0,0,14.89596023,528.9639282,0,528.9639282
546,2020,83,3,16,30,83_3_16_30,2020_83_3_16_30,Nóng,Nong,Saurauia tristyla DC,19,6.050955414,0,0,0,0,0,0,B,105.1188145,20.9574835,0,0,6.154258018,7.502953305,0,7.502953305
547,2020,83,3,16,32,83_3_16_32,2020_83_3_16_32,Nóng,Nong,Saurauia tristyla DC,61,19.42675159,0,0,0,0,0,0,B,105.1187873,20.95748054,0,0,11.7720085,131.5935262,0,131.5935262
548,2020,83,3,17,1,83_3_17_1,2020_83_3_17_1,Sung,Sung,KhongcotrongDS,88.6,28.21656051,13.7,0,0,0,0,0,B,105.1188622,20.95756443,0,0,13.73018157,373.9047217,373.1058786,373.1058786
549,2020,83,3,17,2,83_3_17_2,2020_83_3_17_2,Sung,Sung,KhongcotrongDS,27.9,8.885350318,9,0,0,0,0,0,B,105.1188891,20.95756495,0,0,7.911359716,23.15300839,26.24372325,26.24372325
550,2020,83,3,17,3,83_3_17_3,2020_83_3_17_3,Vàng anh,Vang anh,Saraca dives,149,47.4522293,18.5,0,0,0,0,0,B,105.1189014,20.95759557,0,0,16.56697043,1072.636991,1147.724926,1147.724926
551,2020,83,3,17,7,83_3_17_7,2020_83_3_17_7,Kháo nước,Khao nuoc,Phoebe cuneata,27.5,8.757961783,6,0,0,0,0,0,B,105.1190268,20.95747395,0,0,7.843520381,19.02856331,16.14603238,16.14603238
552,2020,83,3,17,8,83_3_17_8,2020_83_3_17_8,Kháo nước,Khao nuoc,Phoebe cuneata,48.1,15.31847134,5.3,0,0,0,0,0,B,105.1190089,20.9574727,0,0,10.56280937,74.50065481,48.81288198,48.81288198
553,2020,83,3,17,10,83_3_17_10,2020_83_3_17_10,Sung,Sung,KhongcotrongDS,66.4,21.14649682,15,0,0,0,0,0,B,105.1189552,20.95754186,0,0,12.2108827,190.4458369,232.5975368,232.5975368
554,2020,83,3,17,11,83_3_17_11,2020_83_3_17_11,Vàng anh,Vang anh,Saraca dives,138,43.94904459,18.9,0,0,0,0,0,B,105.1189894,20.95743856,0,0,16.14083279,897.5862507,988.7705681,988.7705681
555,2020,83,3,17,14,83_3_17_14,2020_83_3_17_14,Nóng,Nong,Saurauia tristyla DC,41.1,13.08917197,6.2,0,0,0,0,0,B,105.1189401,20.9575004,0,0,9.779332585,50.95558266,38.53439424,38.53439424
556,2020,83,3,17,15,83_3_17_15,2020_83_3_17_15,Mang,Mang,Khongbiet,47.5,15.12738854,9,0,0,0,0,0,B,105.1189027,20.95752844,0,0,10.49977144,72.2832241,65.76551642,65.76551642
557,2020,83,3,17,17,83_3_17_17,2020_83_3_17_17,Vàng anh,Vang anh,Saraca dives,161,51.27388535,18.8,0,0,0,0,0,B,105.1189118,20.95746843,0,0,16.99993334,1283.698574,1365.406753,1365.406753
558,2020,83,3,17,18,83_3_17_18,2020_83_3_17_18,Mí giả mộc,Mi gia moc,KhongcotrongDS,26.6,8.47133758,9.2,0,0,0,0,0,B,105.1189135,20.95746166,0,0,7.687715698,20.52215857,24.43554437,24.43554437
559,2020,83,3,17,19,83_3_17_19,2020_83_3_17_19,Thị,Thi,Ebennaceae,55,17.51592357,14.5,0,0,0,0,0,B,105.1188926,20.95745634,0,0,11.24135164,102.7676357,120.1252334,120.1252334
560,2020,83,3,17,20,83_3_17_20,2020_83_3_17_20,Vàng anh,Vang anh,Saraca dives,38.2,12.1656051,9.2,0,0,0,0,0,B,105.118857,20.95743233,0,0,9.419609805,42.65870678,42.04616821,42.04616821
561,2020,83,3,17,21,83_3_17_21,2020_83_3_17_21,Lòng mức,Long muc,Wrightia balance,27.5,8.757961783,9,0,0,0,0,0,B,105.11899,20.9575075,0,0,7.843520381,19.02856331,20.70271817,20.70271817
562,2020,83,3,17,22,83_3_17_22,2020_83_3_17_22,Kháo nước,Khao nuoc,Phoebe cuneata,21.2,6.751592357,6.1,0,0,0,0,0,B,105.1190085,20.95752954,0,0,6.644926353,9.914808027,9.408086616,9.408086616
563,2020,83,3,18,1,83_3_18_1,2020_83_3_18_1,Thị,Thi,Ebennaceae,32,10.1910828,0,0,0,0,0,0,B,105.1190533,20.95758327,0,0,8.562058654,27.66529938,0,27.66529938
564,2020,83,3,18,2,83_3_18_2,2020_83_3_18_2,Chò chỉ,Cho chi,Parashorea chinensis,66.5,21.17834395,0,0,0,0,0,0,B,105.1190525,20.95754722,0,0,12.2187022,161.5990483,0,161.5990483
565,2020,83,3,18,3,83_3_18_3,2020_83_3_18_3,Gió rừng,Gio rung,KhongcotrongDS,26.3,8.375796178,0,0,0,0,0,0,B,105.1190613,20.95753537,0,0,7.634771707,19.94027641,0,19.94027641
566,2020,83,3,18,4,83_3_18_4,2020_83_3_18_4,Nóng,Nong,Saurauia tristyla DC,82.1,26.14649682,0,0,0,0,0,0,C,105.1190767,20.95751937,"Same stump with 5,6,7,8","Same stump with 5,6,7,8",13.32488057,266.1120251,0,266.1120251
