No,Year,ODV,ONC,ODD,Order,ID,YID,Species,Species_en,Species_sci,Peri_cm,DBH_cm,Ht_m,Hdc_m,E_m,W_m,S_m,N_m,Quality,Long,Lat,Ghi_chu,Note,Hreg_m,AGB_Hreg,AGB_Ho,AGB_kg
567,2020,83,3,18,5,83_3_18_5,2020_83_3_18_5,Nóng,Nong,Saurauia tristyla DC,30,9.554140127,0,0,0,0,0,0,B,105.119087,20.95755876,"Same stump with 6,7,4,8","Same stump with 6,7,4,8",8.254297381,23.60006028,0,23.60006028
568,2020,83,3,18,6,83_3_18_6,2020_83_3_18_6,Nóng,Nong,Saurauia tristyla DC,22,7.006369427,0,0,0,0,0,0,B,105.1190873,20.95755921,"Same stump with 5,4,7,8","Same stump with 5,4,7,8",6.8127477,10.88794448,0,10.88794448
569,2020,83,3,18,7,83_3_18_7,2020_83_3_18_7,Nóng,Nong,Saurauia tristyla DC,55,17.51592357,0,0,0,0,0,0,B,105.1190885,20.95755957,"Same stump with 5,6,8,4","Same stump with 5,6,8,4",11.24135164,102.7676357,0,102.7676357
570,2020,83,3,18,8,83_3_18_8,2020_83_3_18_8,Nóng,Nong,Saurauia tristyla DC,67,21.33757962,0,0,0,0,0,0,C,105.119089,20.95755632,"Same stump with 5,6,7,4","Same stump with 5,6,7,4",12.25764128,164.4999516,0,164.4999516
571,2020,83,3,18,11,83_3_18_11,2020_83_3_18_11,Chò chỉ,Cho chi,Parashorea chinensis,131,41.71974522,0,0,0,0,0,0,B,105.1191621,20.95757298,0,0,15.85304703,795.1974313,0,795.1974313
572,2020,83,3,18,13,83_3_18_13,2020_83_3_18_13,Gió rừng,Gio rung,KhongcotrongDS,23,7.324840764,0,0,0,0,0,0,B,105.1191707,20.95760704,0,0,7.015403741,14.15262051,0,14.15262051
573,2020,83,3,18,14,83_3_18_14,2020_83_3_18_14,Dâu da,Dau da,Baccaurea ramiflora,91,28.98089172,0,0,0,0,0,0,B,105.1192056,20.95760666,0,0,13.87301323,339.0987281,0,339.0987281
574,2020,83,3,18,15,83_3_18_15,2020_83_3_18_15,Chìa vôi,Chia voi,Cissus modeccoides,67.8,21.59235669,0,0,0,0,0,0,B,105.1192061,20.95754593,0,0,12.31940165,169.2020248,0,169.2020248
575,2020,83,3,18,16,83_3_18_16,2020_83_3_18_16,Nóng,Nong,Saurauia tristyla DC,89.5,28.50318471,0,0,0,0,0,0,B,105.1191971,20.95751865,Same stump with 16,Same stump with 16,13.78415185,326.0992271,0,326.0992271
576,2020,83,3,18,17,83_3_18_17,2020_83_3_18_17,Nóng,Nong,Saurauia tristyla DC,38.3,12.19745223,0,0,0,0,0,0,B,105.1191986,20.95751865,Same stump with 17,Same stump with 17,9.432408786,42.93094008,0,42.93094008
577,2020,83,3,18,21,83_3_18_21,2020_83_3_18_21,Nóng,Nong,Saurauia tristyla DC,81.2,25.85987261,0,0,0,0,0,0,B,105.1191522,20.95743285,0,0,13.26647859,259.2812386,0,259.2812386
578,2020,83,3,18,22,83_3_18_22,2020_83_3_18_22,Nóng,Nong,Saurauia tristyla DC,35.1,11.17834395,0,0,0,0,0,0,B,105.1191534,20.9574333,0,0,9.007448128,34.70262614,0,34.70262614
579,2020,83,3,18,23,83_3_18_23,2020_83_3_18_23,Nóng,Nong,Saurauia tristyla DC,52.5,16.71974522,0,0,0,0,0,0,B,105.1191995,20.95743751,0,0,11.00477763,91.93203609,0,91.93203609
580,2020,83,3,18,24,83_3_18_24,2020_83_3_18_24,Sồi,Soi,Khongbiet,21,6.687898089,0,0,0,0,0,0,B,105.1191861,20.95759348,0,0,6.602136504,9.679622886,0,9.679622886
581,2020,83,3,18,25,83_3_18_25,2020_83_3_18_25,Cà lồ,Ca lo,Caryodaphnopsis tonkinensis,34,10.82802548,0,0,0,0,0,0,B,105.1192117,20.95743985,0,0,8.853492196,32.10170408,0,32.10170408
582,2020,83,3,18,26,83_3_18_26,2020_83_3_18_26,Nóng,Nong,Saurauia tristyla DC,28.6,9.108280255,0,0,0,0,0,0,B,105.119142,20.95748345,0,0,8.028082952,20.97108591,0,20.97108591
583,2020,83,3,18,27,83_3_18_27,2020_83_3_18_27,Nóng,Nong,Saurauia tristyla DC,32.2,10.25477707,0,0,0,0,0,0,B,105.1190506,20.95760107,0,0,8.591906433,28.09211259,0,28.09211259
584,2020,83,3,18,28,83_3_18_28,2020_83_3_18_28,Sâng,Sang,Pometia pinnata,21.8,6.942675159,0,0,0,0,0,0,A,105.1190532,20.95749119,0,0,6.771282293,10.63977981,0,10.63977981
585,2020,83,3,18,29,83_3_18_29,2020_83_3_18_29,Trám,Tram,Bruseraceae,21.2,6.751592357,0,0,0,0,0,0,A,105.1190556,20.95748216,0,0,6.644926353,9.914808027,0,9.914808027
586,2020,83,3,18,30,83_3_18_30,2020_83_3_18_30,Nóng,Nong,Saurauia tristyla DC,27,8.598726115,0,0,0,0,0,0,B,105.1190762,20.95752181,0,0,7.757514162,18.18098913,0,18.18098913
587,2020,83,3,18,31,83_3_18_31,2020_83_3_18_31,Bứa,Bua,Garcinia oblongifolia,21.2,6.751592357,0,0,0,0,0,0,B,105.1191224,20.9574372,0,0,6.644926353,9.914808027,0,9.914808027
588,2020,83,3,18,32,83_3_18_32,2020_83_3_18_32,Sâng,Sang,Pometia pinnata,31.1,9.904458599,0,0,0,0,0,0,A,105.1190548,20.9574471,0,0,8.425699205,25.79046579,0,25.79046579
589,2020,83,3,19,2,83_3_19_2,2020_83_3_19_2,Sâng,Sang,Pometia pinnata,98.8,31.46496815,12.8,0,0,0,0,0,B,105.1192527,20.9574925,0,0,14.31460748,411.3399301,384.0810899,384.0810899
590,2020,83,3,19,3,83_3_19_3,2020_83_3_19_3,Vàng anh,Vang anh,Saraca dives,129,41.08280255,14.5,0,0,0,0,0,B,105.119315,20.9574471,Same stump with 4,Same stump with 4,15.7682222,767.2134688,728.7697678,728.7697678
591,2020,83,3,19,4,83_3_19_4,2020_83_3_19_4,Vàng anh,Vang anh,Saraca dives,52,16.56050955,8.2,0,0,0,0,0,B,105.1193168,20.9574471,Same stump with 3,Same stump with 3,10.9562567,89.84652241,75.22178771,75.22178771
592,2020,83,3,19,6,83_3_19_6,2020_83_3_19_6,Vàng anh,Vang anh,Saraca dives,97.2,30.95541401,16.7,0,0,0,0,0,B,105.1193598,20.95744743,0,0,14.22668433,395.8813105,436.7617446,436.7617446
593,2020,83,3,19,7,83_3_19_7,2020_83_3_19_7,Ba gạc,Ba gac,KhongcotrongDS,28,8.917197452,8.2,0,0,0,0,0,B,105.1193952,20.95744045,0,0,7.928188307,23.36278724,24.14088396,24.14088396
594,2020,83,3,19,8,83_3_19_8,2020_83_3_19_8,Chò chỉ,Cho chi,Parashorea chinensis,83,26.43312102,10,0,0,0,0,0,B,105.1194031,20.95746764,0,0,13.38270373,273.042907,228.3741039,228.3741039
595,2020,83,3,19,9,83_3_19_9,2020_83_3_19_9,Bứa,Bua,Garcinia oblongifolia,19,6.050955414,5.5,0,0,0,0,0,C,105.1193782,20.95746874,0,0,6.154258018,7.502953305,7.003336383,7.003336383
596,2020,83,3,19,10,83_3_19_10,2020_83_3_19_10,Sâng,Sang,Pometia pinnata,31.8,10.12738854,7.5,0,0,0,0,0,C,105.1193335,20.95750338,0,0,8.532047858,27.24219816,25.17175178,25.17175178
597,2020,83,3,19,11,83_3_19_11,2020_83_3_19_11,Gội,Goi,Amoora gigantea,21.8,6.942675159,7.5,0,0,0,0,0,B,105.1193144,20.95758345,0,0,6.771282293,10.63977981,11.3278727,11.3278727
598,2020,83,3,19,12,83_3_19_12,2020_83_3_19_12,Gội,Goi,Amoora gigantea,21.5,6.847133758,7.5,0,0,0,0,0,B,105.119281,20.95758853,0,0,6.708476744,10.27364337,11.00072789,11.00072789
599,2020,83,3,19,13,83_3_19_13,2020_83_3_19_13,Vàng anh,Vang anh,Saraca dives,31.5,10.03184713,8,0,0,0,0,0,B,105.1192609,20.95757987,0,0,8.486721937,26.61448968,25.66800627,25.66800627
600,2020,83,3,19,14,83_3_19_14,2020_83_3_19_14,Cà lồ,Ca lo,Caryodaphnopsis tonkinensis,31,9.872611465,8,0,0,0,0,0,B,105.1192666,20.95759685,0,0,8.410336868,25.58676067,24.81399485,24.81399485
601,2020,83,3,20,1,83_3_20_1,2020_83_3_20_1,Vàng anh,Vang anh,Saraca dives,136.5,43.47133758,0,0,0,0,0,0,B,105.1194352,20.95757324,Same stump with 2,Same stump with 2,16.08031448,875.0607793,0,875.0607793
602,2020,83,3,20,2,83_3_20_2,2020_83_3_20_2,Vàng anh,Vang anh,Saraca dives,41,13.05732484,0,0,0,0,0,0,C,105.1194369,20.95757378,Same stump with 1,Same stump with 1,9.767307033,50.65551804,0,50.65551804
603,2020,83,3,20,5,83_3_20_5,2020_83_3_20_5,Vàng anh,Vang anh,Saraca dives,111,35.35031847,0,0,0,0,0,0,B,105.1194795,20.95746496,0,0,14.94519655,540.2770154,0,540.2770154
604,2020,83,3,20,6,83_3_20_6,2020_83_3_20_6,Nóng,Nong,Saurauia tristyla DC,77.1,24.55414013,0,0,0,0,0,0,B,105.1195114,20.95753253,Same stump with 7,Same stump with 7,12.99275617,229.4211039,0,229.4211039
605,2020,83,3,20,7,83_3_20_7,2020_83_3_20_7,Nóng,Nong,Saurauia tristyla DC,21.5,6.847133758,0,0,0,0,0,0,B,105.1195129,20.9575328,Same stump with 6,Same stump with 6,6.708476744,10.27364337,0,10.27364337
606,2020,83,3,20,8,83_3_20_8,2020_83_3_20_8,Vàng anh,Vang anh,Saraca dives,62.2,19.8089172,0,0,0,0,0,0,B,105.1195165,20.9576049,0,0,11.87247652,137.8445802,0,137.8445802
607,2020,83,3,20,9,83_3_20_9,2020_83_3_20_9,Kháo nước,Khao nuoc,Phoebe cuneata,29,9.23566879,0,0,0,0,0,0,A,105.1195692,20.95756411,0,0,8.093677219,21.70421245,0,21.70421245
608,2020,83,3,20,10,83_3_20_10,2020_83_3_20_10,Vàng anh,Vang anh,Saraca dives,174,55.41401274,0,0,0,0,0,0,B,105.1195675,20.95754975,0,0,17.43653311,1536.502489,0,1536.502489
609,2020,83,3,20,11,83_3_20_11,2020_83_3_20_11,Vàng anh,Vang anh,Saraca dives,85,27.07006369,0,0,0,0,0,0,B,105.1195563,20.95747404,0,0,13.50918593,288.8047956,0,288.8047956
610,2020,83,3,21,1,83_3_21_1,2020_83_3_21_1,Vàng anh,Vang anh,Saraca dives,193.2,61.52866242,8,0,0,0,0,0,A,105.1186549,20.95740247,0,0,18.02904653,1956.884833,1189.084832,1189.084832
611,2020,83,3,21,2,83_3_21_2,2020_83_3_21_2,Sảng,Sang,Sterculia lanceolata,60.7,19.33121019,9.6,0,0,0,0,0,C,105.1186905,20.95741645,Broken on top,Broken on top,11.74661382,130.0563081,114.9207478,114.9207478
612,2020,83,3,21,3,83_3_21_3,2020_83_3_21_3,Vàng anh,Vang anh,Saraca dives,36.5,11.62420382,1.5,0,0,0,0,0,C,105.118797,20.95742324,Broken on top,Broken on top,9.197388899,38.18037523,12.55969252,12.55969252
613,2020,83,3,21,4,83_3_21_4,2020_83_3_21_4,Nóng,Nong,Saurauia tristyla DC,55.7,17.7388535,3.5,0,0,0,0,0,B,105.1188325,20.9574178,0,0,11.30586614,105.9243133,51.6158628,51.6158628
614,2020,83,3,21,5,83_3_21_5,2020_83_3_21_5,Chìa vôi,Chia voi,Cissus modeccoides,23.1,7.356687898,4,0,0,0,0,0,A,105.1188255,20.95736494,0,0,7.035255449,12.31159755,8.709036332,8.709036332
615,2020,83,3,21,7,83_3_21_7,2020_83_3_21_7,Vàng anh,Vang anh,Saraca dives,65.2,20.76433121,6,0,0,0,0,0,A,105.1187479,20.95730238,0,0,12.11621068,154.1925949,100.2157206,100.2157206
616,2020,83,3,21,8,83_3_21_8,2020_83_3_21_8,Thị,Thi,Ebennaceae,57.2,18.21656051,8,0,0,0,0,0,A,105.1187576,20.95726704,0,0,11.44169947,112.8709489,90.63712041,90.63712041
617,2020,83,3,21,9,83_3_21_9,2020_83_3_21_9,Sung,Sung,KhongcotrongDS,89.7,28.56687898,10,0,0,0,0,0,A,105.118753,20.95726705,0,0,13.79607808,384.767308,281.4295231,281.4295231
618,2020,83,3,21,10,83_3_21_10,2020_83_3_21_10,Sung,Sung,KhongcotrongDS,35.2,11.21019108,7,0,0,0,0,0,A,105.1187619,20.95726225,0,0,9.021233692,41.32608777,32.2962515,32.2962515
619,2020,83,3,21,11,83_3_21_11,2020_83_3_21_11,Sung,Sung,KhongcotrongDS,34,10.82802548,6,0,0,0,0,0,A,105.1187665,20.95725809,0,0,8.853492196,37.93334241,25.98996072,25.98996072
620,2020,83,3,21,12,83_3_21_12,2020_83_3_21_12,Thị,Thi,Ebennaceae,57,18.15286624,9,0,0,0,0,0,A,105.1187472,20.95725702,0,0,11.42377425,111.9303146,96.70540184,96.70540184
621,2020,83,3,21,14,83_3_21_14,2020_83_3_21_14,Gội,Goi,Amoora gigantea,70,22.29299363,7.8,0,0,0,0,0,A,105.1187139,20.95725289,0,0,12.48591035,182.5194174,136.7845489,136.7845489
622,2020,83,3,21,15,83_3_21_15,2020_83_3_21_15,Ba gạc,Ba gac,KhongcotrongDS,59,18.78980892,8,0,0,0,0,0,A,105.1186903,20.95728534,Same stump with 16,Same stump with 16,11.6005428,144.0059095,100.3522242,100.3522242
623,2020,83,3,21,16,83_3_21_16,2020_83_3_21_16,Ba gạc,Ba gac,KhongcotrongDS,61,19.42675159,8.5,0,0,0,0,0,C,105.1186926,20.95728579,Same stump with 15,Same stump with 15,11.7720085,155.853121,113.5685527,113.5685527
624,2020,83,3,21,17,83_3_21_17,2020_83_3_21_17,Chân chim,Chan chim,Schefflera octophylla (Lour.) Harms,23,7.324840764,4.5,0,0,0,0,0,A,105.1186796,20.95727631,0,0,7.015403741,12.17804084,9.275709235,9.275709235
625,2020,83,3,21,18,83_3_21_18,2020_83_3_21_18,Sui,Sui,Antiaris toxicaria (Pers.) Lesch,25.7,8.184713376,4.5,0,0,0,0,0,B,105.1188105,20.9573983,0,0,7.527307838,16.07958597,11.72982865,11.72982865
626,2020,83,3,22,1,83_3_22_1,2020_83_3_22_1,Sung,Sung,KhongcotrongDS,110,35.03184713,0,0,0,0,0,0,A,105.1188674,20.95738389,0,0,14.89596023,616.3055583,0,616.3055583
627,2020,83,3,22,2,83_3_22_2,2020_83_3_22_2,Thị,Thi,Ebennaceae,22.8,7.261146497,0,0,0,0,0,0,A,105.1188771,20.95738406,0,0,6.975479216,11.91341774,0,11.91341774
628,2020,83,3,22,3,83_3_22_3,2020_83_3_22_3,Máu chó,Mau cho,Knema tonkinensis,132,42.03821656,0,0,0,0,0,0,A,105.1188912,20.9573658,Same stump with 4,Same stump with 4,15.89501362,809.4002175,0,809.4002175
629,2020,83,3,22,4,83_3_22_4,2020_83_3_22_4,Máu chó,Mau cho,Knema tonkinensis,150,47.77070064,0,0,0,0,0,0,A,105.118893,20.95736508,Same stump with 3,Same stump with 3,16.60425803,1089.418787,0,1089.418787
630,2020,83,3,22,5,83_3_22_5,2020_83_3_22_5,Ba gạc,Ba gac,KhongcotrongDS,42.5,13.53503185,0,0,0,0,0,0,A,105.1189013,20.95738441,0,0,9.945028668,65.53411152,0,65.53411152
631,2020,83,3,22,8,83_3_22_8,2020_83_3_22_8,Cà lồ,Ca lo,Caryodaphnopsis tonkinensis,225,71.65605096,0,0,0,0,0,0,B,105.1189656,20.95742222,0,0,18.89963872,2780.159665,0,2780.159665
632,2020,83,3,22,9,83_3_22_9,2020_83_3_22_9,Vàng anh,Vang anh,Saraca dives,27,8.598726115,0,0,0,0,0,0,B,105.1189671,20.95740451,0,0,7.757514162,18.18098913,0,18.18098913
633,2020,83,3,22,11,83_3_22_11,2020_83_3_22_11,Vàng anh,Vang anh,Saraca dives,120.2,38.28025478,0,0,0,0,0,0,B,105.1189765,20.9573615,0,0,15.38001314,650.707229,0,650.707229
634,2020,83,3,22,12,83_3_22_12,2020_83_3_22_12,Chân chim,Chan chim,Schefflera octophylla (Lour.) Harms,29.4,9.363057325,0,0,0,0,0,0,C,105.1189743,20.95734858,0,0,8.158492803,22.45171351,0,22.45171351
635,2020,83,3,22,13,83_3_22_13,2020_83_3_22_13,Vàng anh,Vang anh,Saraca dives,138,43.94904459,0,0,0,0,0,0,B,105.1190152,20.9573555,0,0,16.14083279,897.5862507,0,897.5862507
636,2020,83,3,22,14,83_3_22_14,2020_83_3_22_14,Vàng anh,Vang anh,Saraca dives,96.5,30.73248408,0,0,0,0,0,0,A,105.1190269,20.9572936,0,0,14.18780169,389.2225759,0,389.2225759
637,2020,83,3,22,15,83_3_22_15,2020_83_3_22_15,Gội,Goi,Amoora gigantea,66,21.01910828,0,0,0,0,0,0,A,105.1189789,20.95731126,0,0,12.17949806,158.7272167,0,158.7272167
638,2020,83,3,22,16,83_3_22_16,2020_83_3_22_16,Chân chim,Chan chim,Schefflera octophylla (Lour.) Harms,26.7,8.503184713,0,0,0,0,0,0,C,105.1189625,20.95730304,0,0,7.705249577,17.68297994,0,17.68297994
639,2020,83,3,22,17,83_3_22_17,2020_83_3_22_17,Chân chim,Chan chim,Schefflera octophylla (Lour.) Harms,24.5,7.802547771,0,0,0,0,0,0,A,105.1189276,20.95732475,0,0,7.305762602,14.26928769,0,14.26928769
640,2020,83,3,22,19,83_3_22_19,2020_83_3_22_19,Vàng anh,Vang anh,Saraca dives,22.6,7.197452229,0,0,0,0,0,0,B,105.1189026,20.9573292,0,0,6.93525607,11.65210671,0,11.65210671
641,2020,83,3,22,20,83_3_22_20,2020_83_3_22_20,Tay ma,Tay ma,Khongbiet,22.8,7.261146497,0,0,0,0,0,0,C,105.1189146,20.95733651,0,0,6.975479216,11.91341774,0,11.91341774
642,2020,83,3,22,22,83_3_22_22,2020_83_3_22_22,Cà lồ,Ca lo,Caryodaphnopsis tonkinensis,21.8,6.942675159,0,0,0,0,0,0,A,105.1189309,20.95727578,0,0,6.771282293,10.63977981,0,10.63977981
643,2020,83,3,22,24,83_3_22_24,2020_83_3_22_24,Vàng anh,Vang anh,Saraca dives,62.7,19.96815287,0,0,0,0,0,0,A,105.1189189,20.95727154,0,0,11.91382415,140.497593,0,140.497593
644,2020,83,3,22,25,83_3_22_25,2020_83_3_22_25,Vàng anh,Vang anh,Saraca dives,160,50.95541401,0,0,0,0,0,0,A,105.1189153,20.95725437,0,0,16.96501204,1265.298837,0,1265.298837
645,2020,83,3,22,26,83_3_22_26,2020_83_3_22_26,Vàng anh,Vang anh,Saraca dives,44.3,14.10828025,0,0,0,0,0,0,A,105.1188925,20.95728556,0,0,10.1511049,61.09257361,0,61.09257361
646,2020,83,3,23,1,83_3_23_1,2020_83_3_23_1,Chìa vôi,Chia voi,Cissus modeccoides,63.5,20.22292994,7,0,0,0,0,0,A,105.1190852,20.95739277,0,0,11.97936689,144.8018746,104.1636019,104.1636019
647,2020,83,3,23,2,83_3_23_2,2020_83_3_23_2,Re thơm,Re thom,Cinnamomum subavenium,28.3,9.012738854,4.5,0,0,0,0,0,A,105.1191333,20.95742518,0,0,7.978364443,20.4306345,14.38146248,14.38146248
648,2020,83,3,23,3,83_3_23_3,2020_83_3_23_3,Mí giả mộc,Mi gia moc,KhongcotrongDS,27.5,8.757961783,3.5,0,0,0,0,0,C,105.1191181,20.95733826,0,0,7.843520381,22.32450632,10.19028491,10.19028491
649,2020,83,3,23,4,83_3_23_4,2020_83_3_23_4,Vàng anh,Vang anh,Saraca dives,105.5,33.59872611,6,0,0,0,0,0,A,105.1191285,20.95733753,0,0,14.66919592,479.7097176,277.2932768,277.2932768
650,2020,83,3,23,5,83_3_23_5,2020_83_3_23_5,Gội,Goi,Amoora gigantea,88.5,28.18471338,9,0,0,0,0,0,C,105.1191716,20.95730236,0,0,13.72415408,317.591264,245.2009893,245.2009893
651,2020,83,3,23,6,83_3_23_6,2020_83_3_23_6,Ba gạc,Ba gac,KhongcotrongDS,38.7,12.32484076,6,0,0,0,0,0,C,105.119156,20.95725141,0,0,9.483312129,52.15929893,33.42792954,33.42792954
652,2020,83,3,23,7,83_3_23_7,2020_83_3_23_7,Chân chim,Chan chim,Schefflera octophylla (Lour.) Harms,27.7,8.821656051,2.5,0,0,0,0,0,C,105.1191385,20.95725088,0,0,7.877545721,19.3737639,9.585477266,9.585477266
653,2020,83,3,23,8,83_3_23_8,2020_83_3_23_8,Mí giả mộc,Mi gia moc,KhongcotrongDS,29.8,9.49044586,4.5,0,0,0,0,0,A,105.1191195,20.95727068,0,0,8.22254864,27.32172074,15.20794455,15.20794455
654,2020,83,3,23,10,83_3_23_10,2020_83_3_23_10,Chò chỉ,Cho chi,Parashorea chinensis,25.9,8.248407643,4,0,0,0,0,0,A,105.1190922,20.957266,0,0,7.563366327,16.39332683,11.09302083,11.09302083
655,2020,83,3,23,11,83_3_23_11,2020_83_3_23_11,Bứa,Bua,Garcinia oblongifolia,26.5,8.439490446,5,0,0,0,0,0,A,105.1190897,20.95729374,0,0,7.670125017,17.35534528,13.35055716,13.35055716
656,2020,83,3,23,12,83_3_23_12,2020_83_3_23_12,Cà lồ,Ca lo,Caryodaphnopsis tonkinensis,176,56.05095541,15,0,0,0,0,0,A,105.1190835,20.95729618,0,0,17.50100621,1577.657162,1435.331604,1435.331604
657,2020,83,3,23,13,83_3_23_13,2020_83_3_23_13,Vàng anh,Vang anh,Saraca dives,184,58.59872611,14,0,0,0,0,0,B,105.1190604,20.95726981,0,0,17.75229194,1748.377185,1511.500647,1511.500647
658,2020,83,3,24,1,83_3_24_1,2020_83_3_24_1,Chân chim,Chan chim,Schefflera octophylla (Lour.) Harms,21,6.687898089,0,0,0,0,0,0,A,105.1192806,20.95742417,0,0,6.602136504,9.679622886,0,9.679622886
659,2020,83,3,24,2,83_3_24_2,2020_83_3_24_2,Gió rừng,Gio rung,KhongcotrongDS,40,12.7388535,0,0,0,0,0,0,C,105.1192683,20.95737512,Broken on top,Broken on top,9.645604666,56.54389422,0,56.54389422
660,2020,83,3,24,3,83_3_24_3,2020_83_3_24_3,Sảng,Sang,Sterculia lanceolata,20.5,6.52866242,0,0,0,0,0,0,C,105.1192777,20.95738162,0,0,6.493640114,9.105715919,0,9.105715919
661,2020,83,3,24,5,83_3_24_5,2020_83_3_24_5,Găng,Gang,KhongcotrongDS,25,7.961783439,0,0,0,0,0,0,C,105.1192482,20.95735299,Broken on top,Broken on top,7.399178236,17.52697333,0,17.52697333
662,2020,83,3,24,6,83_3_24_6,2020_83_3_24_6,Cà lồ,Ca lo,Caryodaphnopsis tonkinensis,55,17.51592357,0,0,0,0,0,0,C,105.1192398,20.95732246,Broken on top,Broken on top,11.24135164,102.7676357,0,102.7676357
663,2020,83,3,24,7,83_3_24_7,2020_83_3_24_7,Cà lồ,Ca lo,Caryodaphnopsis tonkinensis,60,19.10828025,0,0,0,0,0,0,C,105.1192417,20.95732228,Broken on top,Broken on top,11.68691786,126.509062,0,126.509062
664,2020,83,3,24,8,83_3_24_8,2020_83_3_24_8,Sung,Sung,KhongcotrongDS,20,6.369426752,0,0,0,0,0,0,A,105.1193249,20.95735068,0,0,6.382895083,9.839443084,0,9.839443084
665,2020,83,3,24,9,83_3_24_9,2020_83_3_24_9,Vàng anh,Vang anh,Saraca dives,118,37.57961783,0,0,0,0,0,0,A,105.1193236,20.9573627,0,0,15.27888635,623.2513059,0,623.2513059
666,2020,83,3,24,10,83_3_24_10,2020_83_3_24_10,Nóng,Nong,Saurauia tristyla DC,49,15.60509554,0,0,0,0,0,0,A,105.1193643,20.95741029,0,0,10.65606525,77.89809162,0,77.89809162
667,2020,83,3,24,11,83_3_24_11,2020_83_3_24_11,Lá nến,La nen,Macaranga denticulata (Blume) Muell.Arg,39.8,12.67515924,0,0,0,0,0,0,B,105.1193864,20.95742021,0,0,9.620942262,47.13287625,0,47.13287625
668,2020,83,3,24,13,83_3_24_13,2020_83_3_24_13,Vàng anh,Vang anh,Saraca dives,119.5,38.05732484,0,0,0,0,0,0,B,105.1194174,20.95733887,0,0,15.34802204,641.8992788,0,641.8992788
669,2020,83,3,24,14,83_3_24_14,2020_83_3_24_14,Nóng,Nong,Saurauia tristyla DC,37.2,11.84713376,0,0,0,0,0,0,A,105.1194148,20.95730327,0,0,9.289971672,39.99027017,0,39.99027017
670,2020,83,3,24,15,83_3_24_15,2020_83_3_24_15,Máu chó,Mau cho,Knema tonkinensis,36.1,11.49681529,0,0,0,0,0,0,B,105.1193826,20.95728504,0,0,9.1437818,37.16746988,0,37.16746988
671,2020,83,3,24,16,83_3_24_16,2020_83_3_24_16,Vàng anh,Vang anh,Saraca dives,160,50.95541401,0,0,0,0,0,0,A,105.1193375,20.9572895,0,0,16.96501204,1265.298837,0,1265.298837
672,2020,83,3,24,17,83_3_24_17,2020_83_3_24_17,Đinh hương,Dinh huong,Markhamia stipulata,23.2,7.388535032,0,0,0,0,0,0,C,105.1193333,20.95727631,0,0,7.055034202,12.44598604,0,12.44598604
673,2020,83,3,24,18,83_3_24_18,2020_83_3_24_18,Vàng anh,Vang anh,Saraca dives,36.8,11.71974522,0,0,0,0,0,0,B,105.1193274,20.95728011,0,0,9.237256647,38.95021803,0,38.95021803
674,2020,83,3,24,19,83_3_24_19,2020_83_3_24_19,Sung,Sung,KhongcotrongDS,25.7,8.184713376,0,0,0,0,0,0,B,105.1192927,20.95729757,0,0,7.527307838,18.80467412,0,18.80467412
675,2020,83,3,24,20,83_3_24_20,2020_83_3_24_20,Máu chó,Mau cho,Knema tonkinensis,24.2,7.707006369,0,0,0,0,0,0,C,105.1192846,20.95730932,0,0,7.248927944,13.83588994,0,13.83588994
676,2020,83,3,24,21,83_3_24_21,2020_83_3_24_21,Máu chó,Mau cho,Knema tonkinensis,24.8,7.898089172,0,0,0,0,0,0,B,105.1192469,20.95725776,0,0,7.362005487,14.71032449,0,14.71032449
677,2020,83,3,25,1,83_3_25_1,2020_83_3_25_1,Mí giả mộc,Mi gia moc,KhongcotrongDS,49.1,15.63694268,1.8,0,0,0,0,0,C,105.1194281,20.95741539,0,0,10.66633258,92.87178754,16.47613175,16.47613175
678,2020,83,3,25,2,83_3_25_2,2020_83_3_25_2,Vàng anh,Vang anh,Saraca dives,186,59.23566879,8,0,0,0,0,0,A,105.119446,20.9574058,0,0,17.81353026,1792.591379,1097.314081,1097.314081
679,2020,83,3,25,3,83_3_25_3,2020_83_3_25_3,Gội,Goi,Amoora gigantea,21.8,6.942675159,3,0,0,0,0,0,C,105.1194458,20.95735701,0,0,6.771282293,10.63977981,6.459090068,6.459090068
680,2020,83,3,25,4,83_3_25_4,2020_83_3_25_4,Vàng anh,Vang anh,Saraca dives,210,66.87898089,5,0,0,0,0,0,A,105.1195017,20.95733854,0,0,18.50427933,2371.780215,1063.281801,1063.281801
681,2020,83,3,25,6,83_3_25_6,2020_83_3_25_6,Vàng anh,Vang anh,Saraca dives,135,42.99363057,7,0,0,0,0,0,B,105.1195276,20.95741044,0,0,16.01918062,852.8552496,513.3812092,513.3812092
682,2020,83,3,25,7,83_3_25_7,2020_83_3_25_7,Mí giả mộc,Mi gia moc,KhongcotrongDS,27.2,8.662420382,4.5,0,0,0,0,0,B,105.1195412,20.95742399,0,0,7.792080052,21.71424255,12.73514757,12.73514757
683,2020,83,3,25,9,83_3_25_9,2020_83_3_25_9,Kẹn,Ken,Aesculus assamica,43,13.69426752,8,0,0,0,0,0,C,105.11957,20.95733759,Same stump with 10,Same stump with 10,10.00303636,56.84868616,49.57058766,49.57058766
684,2020,83,3,25,10,83_3_25_10,2020_83_3_25_10,Kẹn,Ken,Aesculus assamica,118,37.57961783,5,0,0,0,0,0,A,105.1195713,20.95733759,Same stump with 9,Same stump with 9,15.27888635,623.2513059,314.2209124,314.2209124
