No,Year,ODV,ONC,ODD,Order,ID,YID,Species_vi,Species_en,Species_sci,Peri_cm,DBH_cm,Ht_m,Hdc_m,E_m,W_m,S_m,N_m,Quality,Long,Lat,Ghi_chu,Note,Hreg_m,AGB_Hreg,AGB_Ho,AGB_kg
42,2020,11,2,1,51,11_2_1_51,2020_11_2_1_51,Cáng lò,Cang lo,Betula alnoides Buch.- Ham,35.5,11.3,13,0,0,0,0,0,a,105.6702628,23.04997765,NA,NA,8.651673237,34.63966593,44.4627467,44.4627467
43,2020,11,2,1,52,11_2_1_52,2020_11_2_1_52,Vối thuốc,Voi thuoc,Schima wallichii,25.2,8,5,0,0,0,0,0,b,105.6701549,23.05010737,NA,NA,6.555342847,14.07656457,11.92286264,11.92286264
44,2020,11,2,1,53,11_2_1_53,2020_11_2_1_53,Vối thuốc,Voi thuoc,Schima wallichii,19,6,4,0,0,0,0,0,c,105.6701585,23.05010031,Cut ngon,Broken on top,5.009745286,6.496486836,5.659063554,5.659063554
45,2020,11,2,2,1,11_2_2_1,2020_11_2_2_1,Hoắc quang,Hoac quang,Wendlandia paniculata (Roxb.) DC,21.5,6.8,0,0,0,0,0,0,c,105.6703327,23.04994276,Cut ngon,Broken on top,5.659425546,9.122248595,0,9.122248595
46,2020,11,2,2,2,11_2_2_2,2020_11_2_2_2,Hoắc quang,Hoac quang,Wendlandia paniculata (Roxb.) DC,25.6,8.1,0,0,0,0,0,0,b,105.6703337,23.04995188,NA,NA,6.626233171,14.54688705,0,14.54688705
47,2020,11,2,2,3,11_2_2_3,2020_11_2_2_3,Cáng lò,Cang lo,Betula alnoides Buch.- Ham,107.1,34.1,0,0,0,0,0,0,a,105.6703485,23.04995715,NA,NA,17.04029804,542.5939537,0,542.5939537
48,2020,11,2,2,4,11_2_2_4,2020_11_2_2_4,Vối thuốc,Voi thuoc,Schima wallichii,92,29.3,0,0,0,0,0,0,a,105.6703484,23.04998912,NA,NA,15.74049369,374.9824308,0,374.9824308
49,2020,11,2,2,5,11_2_2_5,2020_11_2_2_5,Vối thuốc,Voi thuoc,Schima wallichii,56,17.8,0,0,0,0,0,0,a,105.6703267,23.04999843,NA,NA,11.79801139,109.5220412,0,109.5220412
50,2020,11,2,2,6,11_2_2_6,2020_11_2_2_6,Sòi tía,Soi tia,Sapium discolor (Champ. ex Benth.) Muell.-Arg,22.5,7.2,0,0,0,0,0,0,b,105.6703476,23.05003086,NA,NA,5.967822202,10.6347382,0,10.6347382
51,2020,11,2,2,12,11_2_2_12,2020_11_2_2_12,Vối thuốc,Voi thuoc,Schima wallichii,62.3,19.8,0,0,0,0,0,0,a,105.6703477,23.05009861,NA,NA,12.59768591,142.8114884,0,142.8114884
52,2020,11,2,2,13,11_2_2_13,2020_11_2_2_13,Hoắc quang,Hoac quang,Wendlandia paniculata (Roxb.) DC,26.7,8.5,0,0,0,0,0,0,a,105.6703833,23.05002944,NA,NA,6.904519454,16.51943515,0,16.51943515
53,2020,11,2,2,15,11_2_2_15,2020_11_2_2_15,Vối thuốc,Voi thuoc,Schima wallichii,46,14.6,0,0,0,0,0,0,a,105.6703877,23.04994596,NA,NA,10.37239108,66.55736024,0,66.55736024
54,2020,11,2,2,16,11_2_2_16,2020_11_2_2_16,Cáng lò,Cang lo,Betula alnoides Buch.- Ham,80.5,25.6,0,0,0,0,0,0,a,105.6704016,23.049945,NA,NA,14.6227423,269.4091728,0,269.4091728
55,2020,11,2,2,17,11_2_2_17,2020_11_2_2_17,Cáng lò,Cang lo,Betula alnoides Buch.- Ham,84,26.7,0,0,0,0,0,0,a,105.6704122,23.04994595,NA,NA,14.96714692,298.710904,0,298.710904
56,2020,11,2,2,18,11_2_2_18,2020_11_2_2_18,Cáng lò,Cang lo,Betula alnoides Buch.- Ham,39.5,12.6,0,0,0,0,0,0,a,105.6704061,23.04995202,NA,NA,9.36597054,45.78360322,0,45.78360322
57,2020,11,2,2,19,11_2_2_19,2020_11_2_2_19,Vối thuốc,Voi thuoc,Schima wallichii,51,16.2,0,0,0,0,0,0,a,105.6704224,23.04994175,Chung goc,Same stump,11.110248,86.49737189,0,86.49737189
58,2020,11,2,2,20,11_2_2_20,2020_11_2_2_20,Vối thuốc,Voi thuoc,Schima wallichii,44.6,14.2,0,0,0,0,0,0,a,105.6704225,23.04994166,Chung goc,Same stump,10.17911832,62.04028979,0,62.04028979
59,2020,11,2,2,21,11_2_2_21,2020_11_2_2_21,Vối thuốc,Voi thuoc,Schima wallichii,34.5,11,0,0,0,0,0,0,a,105.6704165,23.0499649,Chung goc,Same stump,8.479076124,32.32176462,0,32.32176462
60,2020,11,2,2,22,11_2_2_22,2020_11_2_2_22,Vối thuốc,Voi thuoc,Schima wallichii,59.1,18.8,0,0,0,0,0,0,a,105.6704223,23.04998059,Chung goc,Same stump,12.20556468,125.5292633,0,125.5292633
61,2020,11,2,2,23,11_2_2_23,2020_11_2_2_23,Cáng lò,Cang lo,Betula alnoides Buch.- Ham,52.1,16.6,0,0,0,0,0,0,a,105.6704169,23.04996481,NA,NA,11.28658699,91.95980914,0,91.95980914
62,2020,11,2,2,25,11_2_2_25,2020_11_2_2_25,Re bầu,Re bau,Cinnamomum obtusifolium,42,13.4,0,0,0,0,0,0,a,105.6703941,23.05004701,NA,NA,9.780915983,53.55379389,0,53.55379389
63,2020,11,2,2,26,11_2_2_26,2020_11_2_2_26,Re bầu,Re bau,Cinnamomum obtusifolium,26.3,8.4,0,0,0,0,0,0,a,105.6704147,23.05004801,NA,NA,6.835722323,16.01251258,0,16.01251258
64,2020,11,2,2,27,11_2_2_27,2020_11_2_2_27,Vối thuốc,Voi thuoc,Schima wallichii,69.2,22,0,0,0,0,0,0,a,105.6704126,23.05006274,NA,NA,13.41187989,185.4414095,0,185.4414095
65,2020,11,2,2,28,11_2_2_28,2020_11_2_2_28,Cáng lò,Cang lo,Betula alnoides Buch.- Ham,112.8,35.9,0,0,0,0,0,0,a,105.670401,23.05009034,NA,NA,17.49144148,614.7201404,0,614.7201404
66,2020,11,2,2,29,11_2_2_29,2020_11_2_2_29,Cáng lò,Cang lo,Betula alnoides Buch.- Ham,89,28.3,0,0,0,0,0,0,a,105.6704029,23.05009503,NA,NA,15.44945974,344.4673171,0,344.4673171
67,2020,11,2,2,30,11_2_2_30,2020_11_2_2_30,Cáng lò,Cang lo,Betula alnoides Buch.- Ham,48.5,15.4,0,0,0,0,0,0,a,105.6703893,23.05009418,NA,NA,10.74808029,76.149161,0,76.149161
68,2020,11,2,2,31,11_2_2_31,2020_11_2_2_31,Cáng lò,Cang lo,Betula alnoides Buch.- Ham,74.5,23.7,0,0,0,0,0,0,a,105.6703892,23.05009997,NA,NA,14.00075027,222.8489008,0,222.8489008
69,2020,11,2,2,32,11_2_2_32,2020_11_2_2_32,Cáng lò,Cang lo,Betula alnoides Buch.- Ham,37.5,11.9,0,0,0,0,0,0,a,105.6704565,23.05007601,NA,NA,8.987883698,39.55864609,0,39.55864609
70,2020,11,2,2,33,11_2_2_33,2020_11_2_2_33,Re bầu,Re bau,Cinnamomum obtusifolium,96.5,30.7,0,0,0,0,0,0,a,105.6704582,23.05003662,NA,NA,16.13548865,420.2219967,0,420.2219967
71,2020,11,2,2,34,11_2_2_34,2020_11_2_2_34,Cáng lò,Cang lo,Betula alnoides Buch.- Ham,69.3,22.1,0,0,0,0,0,0,a,105.6704587,23.05003924,NA,NA,13.44743634,187.5326896,0,187.5326896
72,2020,11,2,2,36,11_2_2_36,2020_11_2_2_36,Vối thuốc,Voi thuoc,Schima wallichii,38,12.1,0,0,0,0,0,0,c,105.6704426,23.05004157,Cut ngon,Broken on top,9.097413321,41.28330025,0,41.28330025
73,2020,11,2,2,37,11_2_2_37,2020_11_2_2_37,Cáng lò,Cang lo,Betula alnoides Buch.- Ham,103,32.8,0,0,0,0,0,0,a,105.6704747,23.04995056,NA,NA,16.70289982,493.6862487,0,493.6862487
74,2020,11,2,2,39,11_2_2_39,2020_11_2_2_39,Cáng lò,Cang lo,Betula alnoides Buch.- Ham,68.5,21.8,0,0,0,0,0,0,a,105.6704673,23.05008274,NA,NA,13.34040706,181.299365,0,181.299365
75,2020,11,2,2,40,11_2_2_40,2020_11_2_2_40,Re bầu,Re bau,Cinnamomum obtusifolium,70.2,22.3,0,0,0,0,0,0,a,105.6704922,23.05009528,Chung goc,Same stump,13.51819367,191.7558772,0,191.7558772
76,2020,11,2,2,41,11_2_2_41,2020_11_2_2_41,Re bầu,Re bau,Cinnamomum obtusifolium,69.9,22.2,0,0,0,0,0,0,a,105.6704897,23.05009439,Chung goc,Same stump,13.48287397,189.6375047,0,189.6375047
77,2020,11,2,2,42,11_2_2_42,2020_11_2_2_42,Cáng lò,Cang lo,Betula alnoides Buch.- Ham,48.5,15.4,0,0,0,0,0,0,a,105.6704715,23.05011217,Chung goc,Same stump,10.74808029,76.149161,0,76.149161
78,2020,11,2,2,43,11_2_2_43,2020_11_2_2_43,Cáng lò,Cang lo,Betula alnoides Buch.- Ham,97.2,30.9,0,0,0,0,0,0,a,105.6704715,23.05011272,Chung goc,Same stump,16.19078703,426.927082,0,426.927082
79,2020,11,2,2,44,11_2_2_44,2020_11_2_2_44,Màng tang,Mang tang,Litsea cubeba (Lour.) Pers,24.3,7.7,0,0,0,0,0,0,a,105.6704312,23.04999645,NA,NA,6.339366733,12.71956441,0,12.71956441
80,2020,11,2,2,45,11_2_2_45,2020_11_2_2_45,Hoắc quang,Hoac quang,Wendlandia paniculata (Roxb.) DC,23,7.3,0,0,0,0,0,0,a,105.6704664,23.04999883,NA,NA,6.043335779,11.03426148,0,11.03426148
81,2020,11,2,3,1,11_2_3_1,2020_11_2_3_1,Cáng lò,Cang lo,Betula alnoides Buch.- Ham,93,29.6,17.5,0,0,0,0,0,a,105.6705392,23.05010683,NA,NA,15.82632854,384.42801,408.866628,408.866628
82,2020,11,2,3,2,11_2_3_2,2020_11_2_3_2,Re bầu,Re bau,Cinnamomum obtusifolium,32.8,10.4,7.5,0,0,0,0,0,a,105.6705266,23.0500918,NA,NA,8.124290903,27.96397474,26.62621858,26.62621858
83,2020,11,2,3,3,11_2_3_3,2020_11_2_3_3,Cáng lò,Cang lo,Betula alnoides Buch.- Ham,31.4,10,11,0,0,0,0,0,a,105.6705204,23.05008351,NA,NA,7.880234054,25.26128618,30.99311171,30.99311171
84,2020,11,2,3,4,11_2_3_4,2020_11_2_3_4,Cáng lò,Cang lo,Betula alnoides Buch.- Ham,55,17.5,12,0,0,0,0,0,a,105.6705254,23.05007834,Chung goc,Same stump,11.67253144,104.9646556,106.7604052,106.7604052
85,2020,11,2,3,5,11_2_3_5,2020_11_2_3_5,Cáng lò,Cang lo,Betula alnoides Buch.- Ham,26.4,8.4,7,0,0,0,0,0,b,105.6705262,23.05007843,Chung goc,Same stump,6.835722323,16.01251258,16.24735871,16.24735871
86,2020,11,2,3,6,11_2_3_6,2020_11_2_3_6,Cáng lò,Cang lo,Betula alnoides Buch.- Ham,76,24.2,15.5,0,0,0,0,0,b,105.6705209,23.05007908,NA,NA,14.16794771,234.6099087,247.8976595,247.8976595
87,2020,11,2,3,8,11_2_3_8,2020_11_2_3_8,Vối thuốc,Voi thuoc,Schima wallichii,42.5,13.5,7,0,0,0,0,0,a,105.6705438,23.04996978,NA,NA,9.831575965,54.57508573,44.31459538,44.31459538
88,2020,11,2,3,11,11_2_3_11,2020_11_2_3_11,Cáng lò,Cang lo,Betula alnoides Buch.- Ham,55,17.5,12,0,0,0,0,0,a,105.6705727,23.04994572,NA,NA,11.67253144,104.9646556,106.7604052,106.7604052
89,2020,11,2,3,12,11_2_3_12,2020_11_2_3_12,Vối thuốc,Voi thuoc,Schima wallichii,32.4,10.3,4.5,0,0,0,0,0,c,105.6705899,23.04998747,Chung goc,Same stump,8.063859918,27.27325587,19.0730471,19.0730471
90,2020,11,2,3,13,11_2_3_13,2020_11_2_3_13,Vối thuốc,Voi thuoc,Schima wallichii,24.6,7.8,4.5,0,0,0,0,0,c,105.6705868,23.04998838,Chung goc,Same stump,6.411918749,13.16295332,10.59433214,10.59433214
91,2020,11,2,3,14,11_2_3_14,2020_11_2_3_14,Cáng lò,Cang lo,Betula alnoides Buch.- Ham,81,25.8,14,0,0,0,0,0,a,105.6705804,23.05000792,NA,NA,14.68617892,274.607551,266.6685375,266.6685375
92,2020,11,2,3,15,11_2_3_15,2020_11_2_3_15,Cáng lò,Cang lo,Betula alnoides Buch.- Ham,42,13.4,10,0,0,0,0,0,b,105.6705849,23.05001423,NA,NA,9.780915983,53.55379389,54.28608894,54.28608894
93,2020,11,2,3,16,11_2_3_16,2020_11_2_3_16,Cáng lò,Cang lo,Betula alnoides Buch.- Ham,71,22.6,12.5,0,0,0,0,0,a,105.6705792,23.05002247,NA,NA,13.62345369,198.1925603,188.0058584,188.0058584
94,2020,11,2,3,17,11_2_3_17,2020_11_2_3_17,Sòi tía,Soi tia,Sapium discolor (Champ. ex Benth.) Muell.-Arg,32,10.2,8,0,0,0,0,0,a,105.6705634,23.05004738,NA,NA,8.003043732,26.59259544,26.58639425,26.58639425
95,2020,11,2,3,18,11_2_3_18,2020_11_2_3_18,Cáng lò,Cang lo,Betula alnoides Buch.- Ham,56.5,18,13,0,0,0,0,0,b,105.6705719,23.05006514,NA,NA,11.88082123,112.6227131,119.013517,119.013517
96,2020,11,2,3,19,11_2_3_19,2020_11_2_3_19,Cáng lò,Cang lo,Betula alnoides Buch.- Ham,77.3,24.6,14,0,0,0,0,0,a,105.6706085,23.05009018,NA,NA,14.29985747,244.2703539,241.1170877,241.1170877
97,2020,11,2,3,20,11_2_3_20,2020_11_2_3_20,Vối thuốc,Voi thuoc,Schima wallichii,36,11.5,7,0,0,0,0,0,a,105.6706207,23.05010982,NA,NA,8.765045941,36.23712358,31.57044674,31.57044674
98,2020,11,2,3,21,11_2_3_21,2020_11_2_3_21,Vối thuốc,Voi thuoc,Schima wallichii,27.6,8.8,7.5,0,0,0,0,0,a,105.6706279,23.05010763,NA,NA,7.107925481,18.09601021,18.7016249,18.7016249
99,2020,11,2,3,22,11_2_3_22,2020_11_2_3_22,Cáng lò,Cang lo,Betula alnoides Buch.- Ham,113.6,36.2,15.5,0,0,0,0,0,a,105.6706394,23.05009114,NA,NA,17.56492042,627.2443937,580.9470831,580.9470831
100,2020,11,2,3,23,11_2_3_23,2020_11_2_3_23,Hoắc quang,Hoac quang,Wendlandia paniculata (Roxb.) DC,29,9.2,6.5,0,0,0,0,0,b,105.6706243,23.05006753,NA,NA,7.372449121,20.33005757,18.81927994,18.81927994
101,2020,11,2,3,24,11_2_3_24,2020_11_2_3_24,Cáng lò,Cang lo,Betula alnoides Buch.- Ham,91.5,29.1,16.5,0,0,0,0,0,a,105.6706235,23.05006989,NA,NA,15.68289795,368.7602444,380.4237529,380.4237529
102,2020,11,2,3,26,11_2_3_26,2020_11_2_3_26,Cáng lò,Cang lo,Betula alnoides Buch.- Ham,45.2,14.4,5.5,0,0,0,0,0,c,105.6706505,23.0500004,Cong,Hard lean,10.27622304,64.27579498,43.81357483,43.81357483
103,2020,11,2,3,27,11_2_3_27,2020_11_2_3_27,Cáng lò,Cang lo,Betula alnoides Buch.- Ham,79.8,25.4,16,0,0,0,0,0,a,105.6706639,23.04997604,Chung goc,Same stump,14.55893214,264.2678796,280.0113475,280.0113475
104,2020,11,2,3,28,11_2_3_28,2020_11_2_3_28,Cáng lò,Cang lo,Betula alnoides Buch.- Ham,75.7,24.1,16.5,0,0,0,0,0,a,105.670662,23.04997768,Chung goc,Same stump,14.13471591,232.2298166,255.338542,255.338542
105,2020,11,2,3,29,11_2_3_29,2020_11_2_3_29,Cáng lò,Cang lo,Betula alnoides Buch.- Ham,32.6,10.4,11,0,0,0,0,0,b,105.6706724,23.04997808,NA,NA,8.124290903,27.96397474,33.67342468,33.67342468
106,2020,11,2,3,30,11_2_3_30,2020_11_2_3_30,Cánh kiến,Canh kien,Mallotus philippinensis Muell-Arg,25.5,8.1,7,0,0,0,0,0,b,105.6706669,23.04995598,NA,NA,6.626233171,14.54688705,15.04461411,15.04461411
107,2020,11,2,3,31,11_2_3_31,2020_11_2_3_31,Cáng lò,Cang lo,Betula alnoides Buch.- Ham,42.5,13.5,12.5,0,0,0,0,0,a,105.6706895,23.04998885,NA,NA,9.831575965,54.57508573,63.23138709,63.23138709
108,2020,11,2,3,32,11_2_3_32,2020_11_2_3_32,Cáng lò,Cang lo,Betula alnoides Buch.- Ham,41.5,13.2,11.5,0,0,0,0,0,a,105.6706893,23.05000267,NA,NA,9.678809015,51.54475686,57.29159616,57.29159616
109,2020,11,2,3,33,11_2_3_33,2020_11_2_3_33,Vối thuốc,Voi thuoc,Schima wallichii,33.6,10.7,7,0,0,0,0,0,a,105.6706712,23.0500013,Chung goc,Same stump,8.303324964,30.09688592,27.10552027,27.10552027
110,2020,11,2,3,34,11_2_3_34,2020_11_2_3_34,Vối thuốc,Voi thuoc,Schima wallichii,34.5,11,7,0,0,0,0,0,a,105.6706716,23.0500013,Chung goc,Same stump,8.479076124,32.32176462,28.73784415,28.73784415
